"","model","parameter.set.j.","measure","tr.stats.chisq.statistic","tr.stats.chisq.p.value","tr.MAD","tr.stats.mantissa.arc.test.statistic","tr.stats.mantissa.arc.test.p.value","tr.distortion.factor"
"X-squared12371","forest.fire",0.01,"clustering",335.785431524334,9.76893799655838e-68,0.0917030838308303,0.0460814344141502,4.72044225332499e-10,-84.3554520278208
"X-squared12372","forest.fire",0.01,"clustering",292.546209839539,1.58736609216285e-58,0.0888939943733887,0.0395314363061745,2.90484550237455e-08,-84.6633134215079
"X-squared12373","forest.fire",0.01,"clustering",386.769659247688,1.26446281700802e-78,0.0931159679528684,0.050965595061648,4.89200401927626e-12,-84.3389844272106
"X-squared12374","forest.fire",0.01,"clustering",265.466220284365,9.02363437828325e-53,0.0892936267116375,0.0298180092650981,6.80818020959392e-06,-84.6045270138157
"X-squared12375","forest.fire",0.01,"clustering",306.422586512634,1.76779980157616e-61,0.0923866245425082,0.0168526002814331,0.00122191630347009,-85.616544561081
"X-squared12376","forest.fire",0.01,"clustering",281.372842150657,3.77191841162854e-56,0.0860597355320757,0.0311576949285694,1.34053791023968e-06,-84.7672172712753
"X-squared12377","forest.fire",0.01,"clustering",320.968033120173,1.40917431601799e-64,0.0936378205295155,0.0277494072646366,8.6777259482343e-06,-84.9816750714259
"X-squared12378","forest.fire",0.01,"clustering",381.038745920686,2.12329410283763e-77,0.0982035419491695,0.0236400146910529,2.69964134081547e-05,-84.7311521462066
"X-squared12379","forest.fire",0.01,"clustering",295.36607604651,3.98807889386151e-59,0.0885381136955907,0.0104518320991101,0.0137701625641604,-85.4983538184121
"X-squared12380","forest.fire",0.01,"clustering",296.402432856426,2.40023696824107e-59,0.0908958372728264,0.0171799687283626,0.00103641515013471,-85.1012249287074
"X-squared12381","forest.fire",0.01,"clustering",345.629482888856,7.75645464819361e-70,0.093794064981062,0.0181142921104908,0.000304424157712544,-85.0577472642246
"X-squared12382","forest.fire",0.01,"clustering",273.55838761823,1.7259154532176e-54,0.0878177147094097,0.0405624815293485,3.99258344619393e-08,-84.8663212270098
"X-squared12383","forest.fire",0.01,"clustering",315.229844075005,2.35310859704766e-63,0.0899212119348582,0.00481928526215423,0.13863551868576,-85.4379713885722
"X-squared12384","forest.fire",0.01,"clustering",260.707474184108,9.23300826278895e-52,0.0896969338300082,0.0175584501157855,0.00133405020982023,-84.8645751325493
"X-squared12385","forest.fire",0.01,"clustering",263.513520403143,2.34346821072177e-52,0.0873201238892383,0.0761762351922762,4.65140125529817e-14,-83.3623086091749
"X-squared12386","forest.fire",0.01,"clustering",275.050098078234,8.32016586805628e-55,0.0854127123044073,0.0345656241966743,2.48238801070616e-07,-84.4131854637877
"X-squared12387","forest.fire",0.01,"clustering",340.530202981673,9.49961336265008e-69,0.0944705033294115,0.0234201383837956,4.53818147249356e-05,-84.942588500424
"X-squared12388","forest.fire",0.01,"clustering",341.979348109458,4.66152673607686e-69,0.088724903988692,0.00872208615871241,0.0161546595633707,-85.314991365922
"X-squared12389","forest.fire",0.01,"clustering",296.437687164759,2.35913421246556e-59,0.0922980203122891,0.0261700511795291,3.0753390234116e-05,-85.2922298211685
"X-squared12390","forest.fire",0.01,"clustering",319.580531953869,2.78386285114137e-64,0.093652517766435,0.030185966915907,2.17096734709487e-06,-85.1255979276138
"X-squared12391","forest.fire",0.01,"clustering",330.572679086638,1.26334095931153e-66,0.091883816035785,0.0237532897311885,3.03127875762345e-05,-85.5358953713249
"X-squared12392","forest.fire",0.01,"clustering",305.879689218179,2.30688804653639e-61,0.0887851090406484,0.00685433568560314,0.0500193827031922,-85.3447452050609
"X-squared12393","forest.fire",0.01,"clustering",345.784312565075,7.18823952523321e-70,0.0934869754542644,0.0195957153609728,0.00011474294273552,-84.8069753844213
"X-squared12394","forest.fire",0.01,"clustering",354.514837851217,9.84269050573372e-72,0.0958139042674214,0.0659106501524225,6.3686122050566e-14,-83.9601441387969
"X-squared12395","forest.fire",0.01,"clustering",288.738321013453,1.02470242537099e-57,0.0904632173549124,0.0344062940247487,7.47463359595151e-07,-85.1443108712626
"X-squared12396","forest.fire",0.01,"clustering",280.105524753926,7.0132198118759e-56,0.0889529692427225,0.0213575813215732,0.000150835079843253,-85.482049637129
"X-squared12397","forest.fire",0.01,"clustering",278.897102051253,1.26686598933998e-55,0.0904075225623755,0.0423817260906132,4.52841520447223e-08,-84.6807542988369
"X-squared12398","forest.fire",0.01,"clustering",375.823181865955,2.76499387453334e-76,0.0991719260636211,0.071319222346945,1.76907459091873e-14,-84.7443714804888
"X-squared12399","forest.fire",0.01,"clustering",341.777910927365,5.14643576790066e-69,0.0924395972054788,0.0359748978119469,6.27298835437607e-08,-84.7821891167251
"X-squared12400","forest.fire",0.0366666666666667,"degree",3259.04035031307,0,0.0577866685937861,0.0706654486260998,1.27015290158681e-307,-46.8666572814416
"X-squared12401","forest.fire",0.0366666666666667,"degree",3234.29702806997,0,0.0573644463715639,0.069194316613446,3.11100820941885e-301,-46.8269833753535
"X-squared12402","forest.fire",0.0366666666666667,"degree",3156.0725391965,0,0.0568533352604528,0.0659118443206703,5.60398797446425e-287,-46.515223261707
"X-squared12403","forest.fire",0.0366666666666667,"degree",3293.47569224727,0,0.0576841656178528,0.076676766227603,0,-47.0000127980342
"X-squared12404","forest.fire",0.0366666666666667,"degree",3242.5358657442,0,0.0573422241493417,0.0722554339818066,1.57992816717545e-314,-46.8228880044025
"X-squared12405","forest.fire",0.0366666666666667,"degree",3178.81173539016,0,0.0565200019271195,0.0685318372339822,2.34429653636985e-298,-46.6270780808068
"X-squared12406","forest.fire",0.0366666666666667,"degree",3155.65326730418,0,0.0562088908160084,0.0677454509676936,6.09880442646016e-295,-46.5428670156264
"X-squared12407","forest.fire",0.0366666666666667,"degree",3251.3577406589,0,0.057075557482675,0.0705649794479936,3.46887061304308e-307,-46.9690415552171
"X-squared12408","forest.fire",0.0366666666666667,"degree",3201.44480470209,0,0.0568533352604528,0.0696620847868215,2.89340876055528e-303,-46.6301496090201
"X-squared12409","forest.fire",0.0366666666666667,"degree",3269.44983326879,0,0.058075557482675,0.071136651874447,1.1414221565809e-309,-47.002828365563
"X-squared12410","forest.fire",0.0366666666666667,"degree",3220.88958485048,0,0.0570533352604528,0.0675059854715379,6.68698182341223e-294,-46.8717764951304
"X-squared12411","forest.fire",0.0366666666666667,"degree",3259.37685313784,0,0.057475557482675,0.0690576828495726,1.21981523735773e-300,-46.9956614663988
"X-squared12412","forest.fire",0.0366666666666667,"degree",3230.99137843342,0,0.0566311130382306,0.0689080709859984,5.44565497403395e-300,-46.9516362286753
"X-squared12413","forest.fire",0.0366666666666667,"degree",3279.0623890845,0,0.0574977797048973,0.0713667175277619,1.1436255815531e-310,-47.017930045945
"X-squared12414","forest.fire",0.0366666666666667,"degree",3251.80571934081,0,0.0574977797048973,0.0714552575462038,4.71801640981933e-311,-46.9303914918668
"X-squared12415","forest.fire",0.0366666666666667,"degree",3220.530862702,0,0.0574088908160084,0.0703369268093031,3.39318959712671e-306,-46.816744947976
"X-squared12416","forest.fire",0.0366666666666667,"degree",3270.72157516269,0,0.0575200019271195,0.0728005316910714,6.78122391214715e-317,-47.072193711046
"X-squared12417","forest.fire",0.0366666666666667,"degree",3164.93284181444,0,0.0574088908160084,0.0659521189270386,3.74616413414867e-287,-46.4340837247399
"X-squared12418","forest.fire",0.0366666666666667,"degree",3271.39306956285,0,0.0581866685937861,0.0658714759825235,8.39101813438102e-287,-47.1430948206355
"X-squared12419","forest.fire",0.0366666666666667,"degree",3231.22948617192,0,0.0574088908160084,0.0703919250886079,1.95773378098889e-306,-46.6854371168589
"X-squared12420","forest.fire",0.0366666666666667,"degree",3289.07948131098,0,0.0575644463715639,0.0731907172775989,1.37010332379528e-318,-47.0368711365934
"X-squared12421","forest.fire",0.0366666666666667,"degree",3173.11652212237,0,0.0564311130382306,0.0683621724968566,1.27896051540911e-297,-46.5953389559364
"X-squared12422","forest.fire",0.0366666666666667,"degree",3182.86229658626,0,0.0566533352604528,0.0713651291571461,1.16193562496523e-310,-46.6465310928241
"X-squared12423","forest.fire",0.0366666666666667,"degree",3170.07127152222,0,0.0566088908160084,0.0684126478725017,7.7204989070083e-298,-46.5728144157057
"X-squared12424","forest.fire",0.0366666666666667,"degree",3193.45034269121,0,0.0566311130382306,0.0676791277019923,1.18381268691438e-294,-46.8072744026518
"X-squared12425","forest.fire",0.0366666666666667,"degree",3261.59786082203,0,0.0572088908160084,0.0721030735740461,7.24986943436859e-314,-46.9175934576449
"X-squared12426","forest.fire",0.0366666666666667,"degree",3239.10564314824,0,0.0575422241493417,0.0702010028972479,1.32104671820819e-305,-46.8945569960454
"X-squared12427","forest.fire",0.0366666666666667,"degree",3192.03996468986,0,0.0570533352604528,0.0681373571244859,1.21120566561673e-296,-46.7005387972407
"X-squared12428","forest.fire",0.0366666666666667,"degree",3205.17668901615,0,0.0573644463715639,0.0685991601738447,1.19572891935248e-298,-46.5978985627808
"X-squared12429","forest.fire",0.0366666666666667,"degree",3232.64225968142,0,0.0570311130382306,0.0712242330037723,4.75429676103983e-310,-46.8259595326158
"X-squared12430","forest.fire",0.0366666666666667,"degree",3281.38027890172,0,0.0578977797048973,0.0738028699040633,3.00885978317319e-321,-47.0696341042016
"X-squared12431","forest.fire",0.0366666666666667,"degree",3249.94930171368,0,0.0571422241493417,0.0686087407016563,1.08648823864505e-298,-46.8904616250944
"X-squared12432","forest.fire",0.0366666666666667,"degree",3197.62076643039,0,0.057275557482675,0.068159329390375,9.72284932047279e-297,-46.6130002431627
"X-squared12433","forest.fire",0.0366666666666667,"degree",3250.99288933358,0,0.0579422241493417,0.0730014820408409,9.09058555393831e-318,-46.8582105788551
"X-squared12434","forest.fire",0.0366666666666667,"degree",3295.61594463506,0,0.0580311130382306,0.0700615220517197,5.32936900697401e-305,-47.1784173950881
"X-squared12435","forest.fire",0.0366666666666667,"degree",3195.21942313986,0,0.0572977797048973,0.0687475994428181,2.7099993012173e-299,-46.6959315049208
"X-squared12436","forest.fire",0.0366666666666667,"degree",3257.60616394743,0,0.0574088908160084,0.0710902410363959,1.81554077536922e-309,-47.0125548715717
"X-squared12437","forest.fire",0.0366666666666667,"degree",3244.95379001678,0,0.0574311130382306,0.0697993266519078,7.33459174172116e-304,-46.8303108642513
"X-squared12438","forest.fire",0.0366666666666667,"degree",3276.07492181123,0,0.0578311130382306,0.0715369531985292,2.08429764138729e-311,-47.1177547128761
"X-squared12439","forest.fire",0.0366666666666667,"degree",3153.02451855523,0,0.0567866685937861,0.0687333422971515,3.12526735679878e-299,-46.416678398198
"X-squared12440","forest.fire",0.0366666666666667,"degree",3250.03945538931,0,0.0583200019271195,0.0683434511800551,1.5422784232711e-297,-46.8799672370324
"X-squared12441","forest.fire",0.0366666666666667,"degree",3271.60660856949,0,0.0577200019271195,0.0700664815555742,5.07150596209758e-305,-46.8694728489704
"X-squared12442","forest.fire",0.0366666666666667,"degree",3273.76666462691,0,0.0578977797048972,0.0688179556826926,1.34096027211439e-299,-47.0555562665575
"X-squared12443","forest.fire",0.0366666666666667,"degree",3291.88609537022,0,0.0579422241493417,0.073098954298429,3.42984817933806e-318,-46.8082982453895
"X-squared12444","forest.fire",0.0366666666666667,"degree",3236.43386212698,0,0.0568533352604528,0.0723894744891492,4.13529803311616e-315,-46.831334706989
"X-squared12445","forest.fire",0.0366666666666667,"degree",3201.29869365504,0,0.0575422241493417,0.0682505530915364,3.90493721035231e-297,-46.743284231542
"X-squared12446","forest.fire",0.0366666666666667,"degree",3202.87316777209,0,0.057475557482675,0.0697862114895127,8.36246612867115e-304,-46.5725584550213
"X-squared12447","forest.fire",0.0366666666666667,"degree",3250.74588436688,0,0.0574977797048973,0.0703808385337297,2.18726765528277e-306,-46.9198971038048
"X-squared12448","forest.fire",0.0366666666666667,"degree",3252.08857582287,0,0.058075557482675,0.0677083919123257,8.83466608054502e-295,-46.8835506866145
"X-squared12449","forest.fire",0.0366666666666667,"degree",3224.70701159658,0,0.0579200019271195,0.0674213518340855,1.5587962774629e-293,-46.6700794757925
"X-squared12450","forest.fire",0.0366666666666667,"degree",3182.11066793643,0,0.0565866685937861,0.0633195906622099,1.01510692448237e-275,-46.7535226589196
"X-squared12451","forest.fire",0.0366666666666667,"degree",3245.46436697049,0,0.0572088908160084,0.0699901662395828,1.08785283176369e-304,-46.9838872749146
"X-squared12452","forest.fire",0.0366666666666667,"degree",3266.44644450248,0,0.0579866685937861,0.070279386510551,6.03257137787477e-306,-46.9611067739995
"X-squared12453","forest.fire",0.0366666666666667,"degree",3214.92469530147,0,0.0568533352604528,0.069856325312426,4.14795377313187e-304,-46.8218641616648
"X-squared12454","forest.fire",0.0366666666666667,"degree",3195.03932931244,0,0.057475557482675,0.0670253504053276,8.17714527228337e-292,-46.7228073767869
"X-squared12455","forest.fire",0.0366666666666667,"degree",3228.77515338529,0,0.0570533352604528,0.0704812804658691,8.0110263822545e-307,-46.8024111496474
"X-squared12456","forest.fire",0.0366666666666667,"degree",3185.605745433,0,0.0570311130382306,0.0666559854594592,3.28649738710268e-290,-46.6444834073486
"X-squared12457","forest.fire",0.0366666666666667,"degree",3256.94126191395,0,0.0577866685937861,0.06956349861426,7.75468389687806e-303,-46.8953248780987
"X-squared12458","forest.fire",0.0366666666666667,"degree",3247.20676642463,0,0.0567200019271195,0.070363076121422,2.61242064564669e-306,-47.0317519229046
"X-squared12459","forest.fire",0.0366666666666667,"degree",3218.87716302117,0,0.0565200019271195,0.0669961774957083,1.09470739040613e-291,-46.845924466002
"X-squared12460","forest.fire",0.0366666666666667,"degree",3223.19418630206,0,0.0577422241493417,0.066521945674904,1.25562709645818e-289,-46.8093220881273
"X-squared12461","forest.fire",0.0366666666666667,"degree",3256.22569177808,0,0.0576088908160084,0.0702983975405875,4.98813977811422e-306,-46.8758718660814
"X-squared12462","forest.fire",0.0366666666666667,"degree",3183.39710221975,0,0.0569866685937861,0.0648600847222344,2.07124319019327e-282,-46.5769097866568
"X-squared12463","forest.fire",0.0366666666666667,"degree",3197.68150872427,0,0.0570533352604528,0.0667015282942721,2.08421862652921e-290,-46.6885086450721
"X-squared12464","forest.fire",0.0366666666666667,"degree",3261.71362592282,0,0.0575644463715639,0.0692403492122882,1.96328848999814e-301,-47.0888311555345
"X-squared12465","forest.fire",0.0366666666666667,"degree",3230.15071010042,0,0.0576088908160084,0.0688424772526385,1.0493493220919e-299,-46.9429335654044
"X-squared12466","forest.fire",0.0366666666666667,"degree",3219.57547637498,0,0.0571422241493417,0.0686970467172658,4.4927978306616e-299,-46.8536032865352
"X-squared12467","forest.fire",0.0366666666666667,"degree",3250.6603495835,0,0.0568533352604528,0.068281574579423,2.86344895040502e-297,-47.0025724048786
"X-squared12468","forest.fire",0.0366666666666667,"degree",3196.36506508894,0,0.0571422241493417,0.0697399720586589,1.32785198877476e-303,-46.720503730627
"X-squared12469","forest.fire",0.0366666666666667,"degree",3214.07869119981,0,0.0572977797048972,0.0711353294462073,1.1566168938223e-309,-46.7161523989915
"X-squared12470","forest.fire",0.0366666666666667,"degree",3289.54278107415,0,0.0577422241493417,0.0722496333235568,1.67428459151329e-314,-47.2068290310608
"X-squared12471","forest.fire",0.0366666666666667,"degree",3186.79050175187,0,0.0563866685937861,0.0712524709629182,3.5846799631262e-310,-46.6936278587609
"X-squared12472","forest.fire",0.0366666666666667,"degree",3306.13207850336,0,0.0586311130382306,0.0728807196551249,3.04127839459071e-317,-46.9206649858582
"X-squared12473","forest.fire",0.0366666666666667,"degree",3231.25876238822,0,0.0576533352604528,0.0713170949982853,1.87841595641825e-310,-46.8026671103319
"X-squared12474","forest.fire",0.0366666666666667,"degree",3194.87182023178,0,0.0570533352604528,0.0690047727305877,2.07052167479773e-300,-46.7325338827956
"X-squared12475","forest.fire",0.0366666666666667,"degree",3264.4500742819,0,0.056875557482675,0.0719479072021872,3.42144195083913e-313,-47.0174181245761
"X-squared12476","forest.fire",0.0366666666666667,"degree",3207.71408403979,0,0.0568533352604528,0.0701875522138685,1.51124108599612e-305,-46.7445640349642
"X-squared12477","forest.fire",0.0366666666666667,"degree",3262.35141543461,0,0.0577866685937861,0.069301858789684,1.06133239411099e-301,-47.0373830579623
"X-squared12478","forest.fire",0.0366666666666667,"degree",3277.22450974277,0,0.0577644463715639,0.0701557571895373,2.07691053082504e-305,-47.1154510667162
"X-squared12479","forest.fire",0.0366666666666667,"degree",3228.54975026322,0,0.0579866685937861,0.0675296913119161,5.27566227417754e-294,-46.5774217080256
"X-squared12480","forest.fire",0.0366666666666667,"degree",3266.19340859497,0,0.0583644463715639,0.0702660956104264,6.89007762929719e-306,-46.9406299192444
"X-squared12481","forest.fire",0.0366666666666667,"degree",3285.80093810878,0,0.0582977797048973,0.0727820830622604,8.15510288560795e-317,-46.9772322971192
"X-squared12482","forest.fire",0.0366666666666667,"degree",3219.83980370495,0,0.0570088908160084,0.0670262220439683,8.10617984472639e-292,-46.9434454867732
"X-squared12483","forest.fire",0.0366666666666667,"degree",3177.48743877586,0,0.0569866685937861,0.0680186312978277,3.97043058279698e-296,-46.6375724688688
"X-squared12484","forest.fire",0.0366666666666667,"degree",3196.997301836,0,0.0571200019271195,0.0695646917265717,7.66271156620138e-303,-46.6746867681124
"X-squared12485","forest.fire",0.0366666666666667,"degree",3218.95414312299,0,0.0567644463715639,0.0718795173367268,6.77988906599013e-313,-46.718200084467
"X-squared12486","forest.fire",0.0366666666666667,"degree",3283.52877957513,0,0.0578088908160084,0.0736641280975866,1.20453204456096e-320,-47.0332876870113
"X-squared12487","forest.fire",0.0366666666666667,"degree",3236.6850950194,0,0.0579866685937861,0.0704041074467627,1.7331906020389e-306,-46.7082176177739
"X-squared12488","forest.fire",0.0366666666666667,"degree",3197.17498643622,0,0.0569508322845195,0.0729597757521509,1.37949402952578e-317,-46.4164224375136
"X-squared12489","forest.fire",0.0366666666666667,"degree",3218.76336262617,0,0.057475557482675,0.068463903767401,4.62427701754993e-298,-46.730998118689
"X-squared12490","forest.fire",0.0366666666666667,"degree",3276.93504173665,0,0.0574533352604528,0.070765573546551,4.66679796849079e-308,-47.0811523350013
"X-squared12491","forest.fire",0.0366666666666667,"degree",3246.00291058803,0,0.0569866685937861,0.0721964114453793,2.85081450957917e-314,-46.8556509720107
"X-squared12492","forest.fire",0.0366666666666667,"degree",3214.60094652828,0,0.0576533352604528,0.0716586807288349,6.17026462387161e-312,-46.647043014193
"X-squared12493","forest.fire",0.0366666666666667,"degree",3327.67268042215,0,0.0585422241493417,0.0728404946623752,4.54727348614333e-317,-47.1615239899151
"X-squared12494","forest.fire",0.0366666666666667,"degree",3212.52697914315,0,0.0567422241493417,0.067681881909885,1.15165293064563e-294,-46.8305668249357
"X-squared12495","forest.fire",0.0366666666666667,"degree",3223.3333754207,0,0.056675557482675,0.0690105512275627,1.95426785111617e-300,-46.8541152079041
"X-squared12496","forest.fire",0.0366666666666667,"degree",3249.18801225951,0,0.0569644463715639,0.0688793317914559,7.25876702869043e-300,-46.9843991962835
"X-squared12497","forest.fire",0.0366666666666667,"degree",3229.45648742676,0,0.0573866685937861,0.0716141549605375,9.6311189068743e-312,-46.7939644470609
"X-squared12498","forest.fire",0.0366666666666667,"degree",3249.59681270274,0,0.0574977797048972,0.0687575744911209,2.45272068968722e-299,-46.8436208198421
"X-squared12499","forest.fire",0.0366666666666667,"degree",3203.14721515079,0,0.0569644463715639,0.0671221704526071,3.10540030006199e-292,-46.7468676811242
"X-squared12500","forest.fire",0.0366666666666667,"betweenness",10967.7340448817,0,0.0688240214408576,0.0471103348925621,8.4877599188222e-102,49.4337054332422
"X-squared12501","forest.fire",0.0366666666666667,"betweenness",10821.7400265341,0,0.068416423861289,0.0455026805310648,2.08254196967958e-98,50.1179954023962
"X-squared12502","forest.fire",0.0366666666666667,"betweenness",10309.5515486223,0,0.0665944569608394,0.0379256626668115,2.09303771061106e-82,47.9138625109119
"X-squared12503","forest.fire",0.0366666666666667,"betweenness",10777.1988346604,0,0.0684739213906189,0.0433781668953982,5.57075371511274e-93,48.3453512993621
"X-squared12504","forest.fire",0.0366666666666667,"betweenness",11358.4928824639,0,0.0702828813982482,0.0440173083291955,7.10174347063277e-95,51.705801194297
"X-squared12505","forest.fire",0.0366666666666667,"betweenness",10911.0880132525,0,0.0688069297976029,0.0464202734674363,4.69182637366293e-100,49.8709272399701
"X-squared12506","forest.fire",0.0366666666666667,"betweenness",9810.90647015844,0,0.0654054020067393,0.0381476927833161,9.67707721499908e-82,46.8869058464849
"X-squared12507","forest.fire",0.0366666666666667,"betweenness",10554.2618031106,0,0.0677566885853387,0.0434187275991946,3.22700600650679e-93,48.6028340914114
"X-squared12508","forest.fire",0.0366666666666667,"betweenness",10767.9065106469,0,0.0683694899731254,0.0475468345465383,3.71964484813798e-102,48.5284353149415
"X-squared12509","forest.fire",0.0366666666666667,"betweenness",10933.6105897251,0,0.0688530094735526,0.043252050513124,1.54038450387292e-93,50.687628994556
"X-squared12510","forest.fire",0.0366666666666667,"betweenness",10594.1539193486,0,0.0676994150530933,0.0449214105438111,4.21641792225402e-97,49.2106650089154
"X-squared12511","forest.fire",0.0366666666666667,"betweenness",11096.3887486063,0,0.0690214789318199,0.0445058896827908,5.29581830692533e-97,50.1797102971609
"X-squared12512","forest.fire",0.0366666666666667,"betweenness",9993.79040658932,0,0.0658979550995294,0.0382817001190408,2.52286066259546e-82,47.4366940939909
"X-squared12513","forest.fire",0.0366666666666667,"betweenness",10587.6449646332,0,0.0676229363572617,0.0458512378815501,3.89271398074756e-99,48.7657915581318
"X-squared12514","forest.fire",0.0366666666666667,"betweenness",11049.8301341472,0,0.0692128563249015,0.0447684252946184,1.60662788453003e-96,49.9048138079667
"X-squared12515","forest.fire",0.0366666666666667,"betweenness",10796.9753407343,0,0.0686847153592765,0.0428582644682043,6.80766504726448e-92,50.3486772918082
"X-squared12516","forest.fire",0.0366666666666667,"betweenness",10496.6935645221,0,0.067862853842942,0.040124729364114,1.54137533007399e-85,48.9800130530483
"X-squared12517","forest.fire",0.0366666666666667,"betweenness",10730.695920638,0,0.0679944407223927,0.0408406242002926,8.99991152036794e-89,49.8082094261554
"X-squared12518","forest.fire",0.0366666666666667,"betweenness",10349.4545965959,0,0.0667737045690042,0.037583867422862,1.13996092162764e-81,48.5118999309446
"X-squared12519","forest.fire",0.0366666666666667,"betweenness",10859.96177753,0,0.0685456626126588,0.0454408134768068,2.15276533216722e-98,50.4176609267401
"X-squared12520","forest.fire",0.0366666666666667,"betweenness",10745.9216089636,0,0.068382747315373,0.0427170295579205,6.86437715727077e-92,49.847290064435
"X-squared12521","forest.fire",0.0366666666666667,"betweenness",10656.2688730498,0,0.0680477457603633,0.0396796227370773,1.77774958003545e-85,49.175266451143
"X-squared12522","forest.fire",0.0366666666666667,"betweenness",11154.6689266047,0,0.0698207487533744,0.052123971036074,2.75514695437636e-111,49.8190833962989
"X-squared12523","forest.fire",0.0366666666666667,"betweenness",10382.0483788078,0,0.0670559160978978,0.0387775199889388,6.9154228029645e-84,49.1066238320245
"X-squared12524","forest.fire",0.0366666666666667,"betweenness",10468.1930093926,0,0.0672222684401453,0.0434459834174202,7.34209770783634e-94,47.6619086758517
"X-squared12525","forest.fire",0.0366666666666667,"betweenness",10825.9408416322,0,0.0685871159407942,0.0447915640239551,1.87551326921972e-96,50.0568736045517
"X-squared12526","forest.fire",0.0366666666666667,"betweenness",10981.0053989442,0,0.0691644596511943,0.0451207519529164,4.65125660109046e-97,50.9474911906257
"X-squared12527","forest.fire",0.0366666666666667,"betweenness",10330.5104713786,0,0.0671125436763721,0.0391229504659141,6.24673782770147e-84,48.5065759564024
"X-squared12528","forest.fire",0.0366666666666667,"betweenness",10665.9496859919,0,0.0677572364117484,0.0454980239745999,8.97757000078389e-99,48.9828318709142
"X-squared12529","forest.fire",0.0366666666666667,"betweenness",10298.0142455626,0,0.0668259562848977,0.0424970626162226,1.50260208421837e-91,48.0884012838428
"X-squared12530","forest.fire",0.0366666666666667,"betweenness",10832.5813912159,0,0.0687110377293427,0.0412240246935549,1.72861262458809e-88,49.6888879122838
"X-squared12531","forest.fire",0.0366666666666667,"betweenness",10760.767080851,0,0.0681522178155661,0.0457917772143052,3.01457810006101e-99,49.8597165633776
"X-squared12532","forest.fire",0.0366666666666667,"betweenness",9603.74154329044,0,0.0647390572327383,0.0353546235289945,8.56524412754017e-76,46.9154113420263
"X-squared12533","forest.fire",0.0366666666666667,"betweenness",10657.1692747536,0,0.068082115425081,0.0463896277276204,1.04465133665688e-99,49.4239621908506
"X-squared12534","forest.fire",0.0366666666666667,"betweenness",10418.0092071933,0,0.0670463759002614,0.0365537868610916,2.34741805359151e-79,48.9803275790834
"X-squared12535","forest.fire",0.0366666666666667,"betweenness",10147.6516314858,0,0.0666915125785155,0.0351842970610951,4.42421329080202e-75,47.6622642886015
"X-squared12536","forest.fire",0.0366666666666667,"betweenness",10835.852495881,0,0.0685739605580194,0.0446450594784891,4.21698894293941e-96,49.1684468028061
"X-squared12537","forest.fire",0.0366666666666667,"betweenness",10366.3149865518,0,0.0668824675436877,0.0398988618591856,1.55761229842946e-86,48.8517283843425
"X-squared12538","forest.fire",0.0366666666666667,"betweenness",10630.6922784855,0,0.0681428706710019,0.0437833148641167,8.36178968709578e-94,49.7167464651771
"X-squared12539","forest.fire",0.0366666666666667,"betweenness",11031.8165471008,0,0.0687854970653812,0.0432655564528668,2.78373391839768e-94,49.3624661586264
"X-squared12540","forest.fire",0.0366666666666667,"betweenness",10280.9841694728,0,0.0665187166265086,0.0332961481950979,1.82930387752655e-72,48.1792586454004
"X-squared12541","forest.fire",0.0366666666666667,"betweenness",11108.2883994007,0,0.0687417890756886,0.0427059755948446,6.60731489641779e-94,49.712308507375
"X-squared12542","forest.fire",0.0366666666666667,"betweenness",10802.717472858,0,0.0678784968611525,0.0400804857183425,1.04364141258553e-87,48.0285901036251
"X-squared12543","forest.fire",0.0366666666666667,"betweenness",11215.6382930218,0,0.0694296587140431,0.0462708524504568,1.0629184274705e-100,50.6911142522961
"X-squared12544","forest.fire",0.0366666666666667,"betweenness",11126.5987474422,0,0.0694316417354411,0.0476196210241307,9.57039104666024e-103,50.1896839012931
"X-squared12545","forest.fire",0.0366666666666667,"betweenness",10106.4123185963,0,0.066253001736511,0.0421397720901632,8.01364298722478e-91,48.444571929555
"X-squared12546","forest.fire",0.0366666666666667,"betweenness",10964.7437404378,0,0.0688210364447404,0.0439262056454448,5.0447562072499e-95,49.262401267328
"X-squared12547","forest.fire",0.0366666666666667,"betweenness",10494.4203666661,0,0.0675147111245597,0.0401164508791232,1.50483155286041e-86,49.4939112554585
"X-squared12548","forest.fire",0.0366666666666667,"betweenness",10998.6869599715,0,0.0684457190293728,0.0416373048588946,2.64847346812856e-91,48.7864596948677
"X-squared12549","forest.fire",0.0366666666666667,"betweenness",10788.1854924734,0,0.0678293146212247,0.0463199099381665,2.2763766078446e-101,48.5191022885789
"X-squared12550","forest.fire",0.0366666666666667,"betweenness",10758.4770623488,0,0.0679870411082853,0.0424202637339633,2.41538092226427e-92,48.9441405422729
"X-squared12551","forest.fire",0.0366666666666667,"betweenness",10910.0540602955,0,0.0687517103011584,0.045118532042358,3.58708289432653e-97,48.744097840436
"X-squared12552","forest.fire",0.0366666666666667,"betweenness",11235.4442956049,0,0.0695842072620417,0.0478548757612651,9.50892206676452e-104,50.0362926442757
"X-squared12553","forest.fire",0.0366666666666667,"betweenness",10611.0222117674,0,0.0678059634493026,0.0432969981397943,3.19785348502408e-93,48.0523163909883
"X-squared12554","forest.fire",0.0366666666666667,"betweenness",10281.2188487862,0,0.0666369992163023,0.0389362801770908,3.41326345095204e-84,47.5691101001505
