"","model","parameter.set.j.","measure","tr.stats.chisq.statistic","tr.stats.chisq.p.value","tr.MAD","tr.stats.mantissa.arc.test.statistic","tr.stats.mantissa.arc.test.p.value","tr.distortion.factor"
"X-squared2079","random.graph",6e-04,"degree",6730.41022330909,0,0.0836111789278556,0.27950202831925,0,33.4040718699463
"X-squared2080","random.graph",6e-04,"degree",6519.01432853289,0,0.0824011065109096,0.271753279884405,0,32.2352606286827
"X-squared2081","random.graph",6e-04,"degree",6707.9330614733,0,0.0833093492285475,0.280351234653563,0,33.2369535508018
"X-squared2082","random.graph",6e-04,"degree",6868.88203387522,0,0.0835795750045216,0.280083487540733,0,34.2322357963171
"X-squared2083","random.graph",6e-04,"degree",6436.12971979814,0,0.0814707724094101,0.267388181019856,0,33.3387674203107
"X-squared2084","random.graph",6e-04,"degree",6490.73657971419,0,0.0822384040587843,0.268160450111395,0,32.962682221118
"X-squared2085","random.graph",6e-04,"degree",6590.58193563974,0,0.0829306246392966,0.275219509659617,0,33.2977682698113
"X-squared2086","random.graph",6e-04,"degree",6624.68146876422,0,0.082987272157353,0.270971305036448,0,33.1232927776209
"X-squared2087","random.graph",6e-04,"degree",6563.85794078975,0,0.0818627391330662,0.271096655071142,0,32.5719041624207
"X-squared2088","random.graph",6e-04,"degree",6720.5032455561,0,0.0831139283945414,0.272399725959744,0,33.0806800906175
"X-squared2089","random.graph",6e-04,"degree",6665.25410946563,0,0.0831756817264589,0.275623802062339,0,33.3326661676396
"X-squared2090","random.graph",6e-04,"degree",6294.54922657222,0,0.0802911036133955,0.258637485585403,0,32.1118207457613
"X-squared2091","random.graph",6e-04,"degree",6574.21682283172,0,0.081693506921009,0.27291386364635,0,32.9659991788657
"X-squared2092","random.graph",6e-04,"degree",6524.9815843825,0,0.0813881949402913,0.266587767790069,0,33.2752095053215
"X-squared2093","random.graph",6e-04,"degree",6585.31559610556,0,0.0820410339658591,0.273753897506462,0,32.6014252522918
"X-squared2094","random.graph",6e-04,"degree",6671.9760729669,0,0.0824867710478412,0.275933165396147,0,32.9741611000555
"X-squared2095","random.graph",6e-04,"degree",6390.60822673726,0,0.0810358787556477,0.264824251284786,0,32.3609347858102
"X-squared2096","random.graph",6e-04,"degree",6704.24221546826,0,0.0835220493892124,0.27453402010471,0,33.4040718699463
"X-squared2097","random.graph",6e-04,"degree",6214.36842211144,0,0.0809298310722125,0.257321882601568,0,32.5774679245741
"X-squared2098","random.graph",6e-04,"degree",6672.77339813118,0,0.0831635546975617,0.274542068614382,0,33.864439909451
"X-squared2099","random.graph",6e-04,"degree",6579.63599856394,0,0.0828415129712375,0.270300766820688,0,32.9770155324192
"X-squared2100","random.graph",6e-04,"betweenness",285.512311367338,4.9725683647318e-57,0.0168003632383952,0.0153310714770351,2.49320460850355e-66,-8.45750833600857
"X-squared2101","random.graph",6e-04,"betweenness",359.3506299775,9.13245277748966e-73,0.0182366431691955,0.0171257680546247,7.34206105162692e-74,-8.89909880162721
"X-squared2102","random.graph",6e-04,"betweenness",317.700368186903,7.00294910059283e-64,0.0165324242044305,0.0129527166896252,5.60232607574784e-56,-8.30162276177356
"X-squared2103","random.graph",6e-04,"betweenness",281.686119962533,3.23574521388383e-56,0.0165436718511151,0.0126689630583968,8.86656117047386e-55,-8.37193941391036
"X-squared2104","random.graph",6e-04,"betweenness",295.928064136724,3.02823330878195e-59,0.0164531904902755,0.0131666557848179,6.67336259856911e-57,-8.21443171580873
"X-squared2105","random.graph",6e-04,"betweenness",271.949312817292,3.79137050029679e-54,0.0155161312259994,0.014440227378196,2.22198382249506e-62,-7.67580338326868
"X-squared2106","random.graph",6e-04,"betweenness",276.628977260358,3.84313704177961e-55,0.0165078191860027,0.0139343990977144,2.46273979291333e-60,-8.27110360227544
"X-squared2107","random.graph",6e-04,"betweenness",311.580932205783,1.40903299316245e-62,0.0168173699013086,0.0150145281436589,9.97854526432779e-65,-8.47710206097773
"X-squared2108","random.graph",6e-04,"betweenness",409.690563940394,1.58243815148847e-83,0.0194679317897125,0.0181462827408976,2.78450132629802e-78,-9.59872014622493
"X-squared2109","random.graph",6e-04,"betweenness",371.774536161617,2.0267983747797e-75,0.0179400517121387,0.0169080004234903,7.78460160973754e-73,-8.88972527725105
"X-squared2110","random.graph",6e-04,"betweenness",312.956627916541,7.17621571793681e-63,0.0177497446469385,0.0169967463005285,2.99121418188595e-73,-8.9809331323759
"X-squared2111","random.graph",6e-04,"betweenness",309.448195632935,4.01003602974503e-62,0.0167163431224618,0.0139625689715708,2.57265977596669e-60,-8.49025257024661
"X-squared2112","random.graph",6e-04,"betweenness",271.663310175953,4.36053863359882e-54,0.0154174192645051,0.0121667508884835,8.8670922690207e-53,-7.78947189037828
"X-squared2113","random.graph",6e-04,"betweenness",302.438449197083,1.24634689808459e-60,0.0168803060406082,0.0151813350251394,1.38990917365988e-65,-9.02355648190187
"X-squared2114","random.graph",6e-04,"betweenness",278.458387404529,1.57021847184981e-55,0.0164525505742707,0.0140165274776906,1.51390144387051e-60,-8.68262509142987
"X-squared2115","random.graph",6e-04,"betweenness",382.67188250761,9.50433980464052e-78,0.0181460327674157,0.0178097829415403,1.23523011328694e-76,-9.00879756156577
"X-squared2116","random.graph",6e-04,"betweenness",307.0657569274,1.2896869797291e-61,0.017625234814378,0.0153281959786146,4.6631948505913e-66,-8.80332000920927
"X-squared2117","random.graph",6e-04,"betweenness",311.095659470808,1.78763629464997e-62,0.0174030334813664,0.0135571351501258,1.02604468667644e-58,-8.32088534158269
"X-squared2118","random.graph",6e-04,"betweenness",357.929352526877,1.83687488689921e-72,0.0179687532843399,0.0155957963748301,2.88665284061829e-67,-9.28062079731283
"X-squared2119","random.graph",6e-04,"betweenness",306.64436689174,1.58566172912543e-61,0.0173878560407751,0.0154502362244585,1.18773155583167e-66,-8.41163579392145
"X-squared2120","random.graph",6e-04,"betweenness",264.27312487238,1.61671962342675e-52,0.0159427225070266,0.0130641173830767,2.19410381777859e-56,-7.78850570773966
"X-squared2121","random.graph",6e-04,"betweenness",321.43411526252,1.12107582326748e-64,0.0169429993527387,0.0151837876804953,1.37753465450105e-65,-8.57954083121688
"X-squared2122","random.graph",6e-04,"betweenness",265.906729823702,7.2756176223487e-53,0.0148860983272204,0.0127138290181629,5.77904052204526e-55,-7.45255701925198
"X-squared2123","random.graph",6e-04,"betweenness",302.364638620492,1.29226269563818e-60,0.0172025674194411,0.0148868916495881,2.40712266594245e-64,-8.37569532257522
"X-squared2124","random.graph",6e-04,"betweenness",312.51350468519,8.91834480910543e-63,0.0174942407607124,0.0154678906579069,7.21635380979612e-67,-8.31767920095993
"X-squared2125","random.graph",6e-04,"betweenness",285.559248763226,4.85960643965343e-57,0.0155038366071856,0.0112530578716704,1.04243808251329e-48,-7.79888977130467
"X-squared2126","random.graph",6e-04,"betweenness",270.264746415711,8.64091292956738e-54,0.0154121930578729,0.0137858698946408,1.06364535717892e-59,-7.53983420624912
"X-squared2127","random.graph",6e-04,"betweenness",282.720133813432,1.95065679554875e-56,0.0160638033940933,0.0140090094926359,1.51971717436166e-60,-8.34366562719721
"X-squared2128","random.graph",6e-04,"betweenness",324.363797166245,2.6620131785871e-65,0.0173516028525751,0.0140319488961021,1.01062474347145e-60,-8.30782381760725
"X-squared2129","random.graph",6e-04,"betweenness",282.08372063734,2.66355105138814e-56,0.0167370498850927,0.0124632775797262,5.83141700622748e-54,-8.59127964919376
"X-squared2130","random.graph",6e-04,"betweenness",280.288809311204,6.41156191846457e-56,0.0166664469808866,0.0124143756642621,8.12737388244224e-54,-8.40936572812986
"X-squared2131","random.graph",6e-04,"betweenness",335.097237662636,1.36971362549883e-67,0.0179753829863349,0.0153192599442405,5.75433293178573e-66,-9.09004040616434
"X-squared2132","random.graph",6e-04,"betweenness",341.668591705393,5.43038445908274e-69,0.0179302272636574,0.0163550079820872,1.14247037099955e-70,-8.90674302613684
"X-squared2133","random.graph",6e-04,"betweenness",334.80874147455,1.57819436693568e-67,0.017759974372377,0.0161695209389099,8.0771573026255e-70,-8.8096037146174
"X-squared2134","random.graph",6e-04,"betweenness",297.637076830705,1.31079168966485e-59,0.0166431829761889,0.0142152548466843,1.54872255458927e-61,-8.46946895189615
"X-squared2135","random.graph",6e-04,"betweenness",341.520356582877,5.84059870601813e-69,0.0185464928631794,0.0174174066580296,5.91132758172352e-75,-9.30670388155185
"X-squared2136","random.graph",6e-04,"betweenness",290.527991060124,4.2655058881261e-58,0.016359651394658,0.015397527299403,1.60696135536907e-66,-8.08511985452959
"X-squared2137","random.graph",6e-04,"betweenness",246.016326208674,1.20370005011144e-48,0.0158585914486977,0.0113469985753734,4.19202764737461e-49,-8.1163361943544
"X-squared2138","random.graph",6e-04,"betweenness",226.697235381417,1.47898075821171e-44,0.0141612152807883,0.0107187930150206,1.64803715212589e-46,-7.36483420899455
"X-squared2139","random.graph",6e-04,"betweenness",284.930345972554,6.61170256429446e-57,0.0169146895364308,0.0126607987005076,7.17997076104854e-55,-8.46315762152778
"X-squared2140","random.graph",6e-04,"betweenness",292.519228404648,1.60848383353126e-58,0.0168404733281151,0.0133176184025752,1.17589829761059e-57,-8.26599594173366
"X-squared2141","random.graph",6e-04,"betweenness",327.268154891624,6.39851699424892e-66,0.0173220359793313,0.0145064037284502,1.09395010633968e-62,-8.73810487606918
"X-squared2142","random.graph",6e-04,"betweenness",252.455273052241,5.19646522651745e-50,0.0151160583680552,0.0122726400951151,4.14334351367562e-53,-7.76831072744719
"X-squared2143","random.graph",6e-04,"betweenness",357.707689473983,2.04837995334952e-72,0.0179367708987567,0.0175692460597964,1.00577908768336e-75,-8.81129925863587
"X-squared2144","random.graph",6e-04,"betweenness",321.376014708044,1.15349924225934e-64,0.0168768211346292,0.0145538045638872,5.68024015962573e-63,-8.15028905934305
"X-squared2145","random.graph",6e-04,"betweenness",239.924809035116,2.3489793077238e-47,0.0143949888531409,0.0118286884574276,3.57555028708435e-51,-7.15867793302249
"X-squared2146","random.graph",6e-04,"betweenness",273.754654396148,1.56793581165685e-54,0.0163700443359405,0.0139550111561796,2.84943568718516e-60,-8.20976301825773
"X-squared2147","random.graph",6e-04,"betweenness",254.92267456571,1.5577221013405e-50,0.0162281298554144,0.0123642893114818,1.90487705522496e-53,-8.07895717186293
"X-squared2148","random.graph",6e-04,"betweenness",238.195535359409,5.45809470636172e-47,0.0145800812238909,0.0110994936961146,3.60696791455326e-48,-7.22162663449928
"X-squared2149","random.graph",6e-04,"betweenness",277.505339214786,2.50309509996467e-55,0.0159259130040173,0.0139581644102339,1.97613773975294e-60,-8.83150532437319
"X-squared2150","random.graph",6e-04,"betweenness",278.135206310589,1.83922939510934e-55,0.0163486425445166,0.0134234470832446,5.72652267366748e-58,-8.39298114119129
"X-squared2151","random.graph",6e-04,"betweenness",306.191676755603,1.97969721571153e-61,0.0154107242283681,0.0158880565086592,1.22818094150339e-68,-7.73943304192413
"X-squared2152","random.graph",6e-04,"betweenness",283.092141066696,1.62592888696279e-56,0.0159464923221788,0.0153674882368456,3.6414937754451e-66,-8.32107841447413
"X-squared2153","random.graph",6e-04,"betweenness",326.440246297248,9.60677360561357e-66,0.0170614620896109,0.0166250369081907,1.00959946646017e-71,-8.64310110510885
"X-squared2154","random.graph",6e-04,"betweenness",302.691983687631,1.10070036315915e-60,0.0165403382304927,0.0141553717097099,3.26411418879055e-61,-8.00992717935418
"X-squared2155","random.graph",6e-04,"betweenness",326.584638683468,8.94943806381878e-66,0.0178362186022765,0.0138205589995187,1.22597188674268e-59,-8.1641441666508
"X-squared2156","random.graph",6e-04,"betweenness",379.005466793773,5.77559842111554e-77,0.0186428772114901,0.0167774897222127,2.94912964907594e-72,-9.55528144997445
"X-squared2157","random.graph",6e-04,"betweenness",298.084520395431,1.05272877700515e-59,0.0163853678060031,0.0137911047690232,1.27709413853807e-59,-8.600427666622
"X-squared2158","random.graph",6e-04,"betweenness",325.3311988421,1.65576072534565e-65,0.0162323227207103,0.0150269435254265,6.63971084810735e-65,-7.94318198022788
"X-squared2159","random.graph",6e-04,"betweenness",319.810482325789,2.48682935573927e-64,0.0165116340861241,0.0153275386476652,3.15073526979449e-66,-8.12003850351048
"X-squared2160","random.graph",6e-04,"betweenness",322.309404322478,7.2960745014618e-65,0.0170274120275102,0.0175339979688515,1.75527214687069e-75,-8.52508666308983
"X-squared2161","random.graph",6e-04,"betweenness",277.145334687595,2.98519228140978e-55,0.0157769825659052,0.0147071350645405,1.65935721791361e-63,-7.75900289125121
"X-squared2162","random.graph",6e-04,"betweenness",330.42851538221,1.35600244261792e-66,0.0175557263733702,0.0154898615798785,6.18411285997115e-67,-9.01944728418394
"X-squared2163","random.graph",6e-04,"betweenness",273.193425911226,2.06320978255622e-54,0.0159117266115594,0.0116569990052667,2.0458419433585e-50,-7.8542315886835
"X-squared2164","random.graph",6e-04,"betweenness",322.982171095431,5.24444559978679e-65,0.0172549678858635,0.0165147173566605,2.61746972072339e-71,-9.09773894374042
"X-squared2165","random.graph",6e-04,"betweenness",334.229796880252,2.09717851813344e-67,0.0172682801359122,0.0166971061638236,9.21907507006134e-72,-8.21525696169689
"X-squared2166","random.graph",6e-04,"betweenness",308.814122921359,5.4724324662973e-62,0.016814430886855,0.0147046306641384,2.88756262728989e-63,-8.37339536227992
"X-squared2167","random.graph",6e-04,"betweenness",322.182845195942,7.76359237993788e-65,0.0166240746831495,0.0136071782863926,7.58309964323767e-59,-7.82994458479426
"X-squared2168","random.graph",6e-04,"betweenness",289.591826478975,6.74652678241014e-58,0.0166998679112771,0.0136316042965454,6.12853319767803e-59,-8.33192047194043
"X-squared2169","random.graph",6e-04,"betweenness",313.118091944317,6.62981975169395e-63,0.0172693013997435,0.0143996520489874,3.99279684369134e-62,-8.80285908408952
"X-squared2170","random.graph",6e-04,"betweenness",292.307556680023,1.78420189364597e-58,0.0165343586760572,0.0146214067356689,3.68838920718649e-63,-8.74699195042833
"X-squared2171","random.graph",6e-04,"betweenness",306.741532521822,1.51189406742054e-61,0.0176142821929647,0.0162913746001854,2.13782898598408e-70,-8.72413128079556
"X-squared2172","random.graph",6e-04,"betweenness",293.690718657989,9.06154939268414e-59,0.0155409572813335,0.0130545659386438,2.03351127782879e-56,-7.34389444201481
"X-squared2173","random.graph",6e-04,"betweenness",296.173114672879,2.68564366239944e-59,0.0164318373314788,0.014133320115001,5.45620658452636e-61,-7.92628844197915
"X-squared2174","random.graph",6e-04,"betweenness",269.155790931634,1.48610416256516e-53,0.0158636813738804,0.0134957314649405,2.33125768027907e-58,-8.06749007169759
"X-squared2175","random.graph",6e-04,"betweenness",327.457505078828,5.83057555092349e-66,0.0169655920959496,0.0151599007946789,1.74237099791499e-65,-8.45662760707089
"X-squared2176","random.graph",6e-04,"betweenness",325.26401857668,1.71126859293869e-65,0.017534661257328,0.0157345130606889,8.64754223592072e-68,-8.71627597183818
"X-squared2177","random.graph",6e-04,"betweenness",266.370822624803,5.79893398357871e-53,0.0150754941882444,0.0138467682624205,1.41629778117373e-59,-7.41130216218193
"X-squared2178","random.graph",6e-04,"betweenness",325.310751830663,1.67246179963776e-65,0.0171612234388982,0.0164980500048227,2.53009007547264e-71,-8.59630169313182
"X-squared2179","random.graph",6e-04,"betweenness",358.747661315618,1.22841376720238e-72,0.0189202010469195,0.0180168955984534,1.42635250247533e-77,-9.43953330862357
"X-squared2180","random.graph",6e-04,"betweenness",241.355920335418,1.16896308295306e-47,0.0151400152527736,0.0119850080602148,6.13451199901823e-52,-7.56818026392226
"X-squared2181","random.graph",6e-04,"betweenness",327.201909734776,6.61001047871712e-66,0.0174720570471005,0.0152126307905335,1.30314953127016e-65,-8.69877053395162
"X-squared2182","random.graph",6e-04,"betweenness",387.418988737057,9.18502034290938e-79,0.0190755642556778,0.0188315078111799,3.16091374962756e-81,-9.09091341715659
"X-squared2183","random.graph",6e-04,"betweenness",329.618105947991,2.01863951317827e-66,0.0177045085711681,0.0155448245592805,4.68937792782506e-67,-8.59860054458621
"X-squared2184","random.graph",6e-04,"betweenness",301.612561272119,1.86826825005596e-60,0.0171854995970246,0.0137643117205235,1.37072935577228e-59,-8.28950090040659
"X-squared2185","random.graph",6e-04,"betweenness",273.381219244436,1.88214587586624e-54,0.0165190708221103,0.0132396750187268,2.89106758799141e-57,-8.34628352430668
"X-squared2186","random.graph",6e-04,"betweenness",304.819185285437,3.87986686683118e-61,0.0167312080049922,0.0147459090707737,1.15035030733222e-63,-7.84898312213299
"X-squared2187","random.graph",6e-04,"betweenness",253.480805391124,3.14960667372969e-50,0.0160302628596026,0.0131202914229876,9.98542166217913e-57,-7.91046637824606
"X-squared2188","random.graph",6e-04,"betweenness",302.645947463329,1.12581983798887e-60,0.0163956393233973,0.0152441622113233,7.72360164247002e-66,-8.09824101481455
"X-squared2189","random.graph",6e-04,"betweenness",302.770528707986,1.05912950503454e-60,0.0169128772451856,0.0148373742463047,4.8951454115268e-64,-8.73593902006657
"X-squared2190","random.graph",6e-04,"betweenness",313.89946774679,4.51912681612079e-63,0.0166237386808757,0.0132570987472775,2.50130480113514e-57,-8.28255412940926
"X-squared2191","random.graph",6e-04,"betweenness",359.309853951141,9.31740161963191e-73,0.017600608399172,0.0177595204405499,1.8184351823644e-76,-8.33462259266151
"X-squared2192","random.graph",6e-04,"betweenness",350.673063201935,6.50473396585547e-71,0.0177765546032979,0.0181586932143814,2.95507568470761e-78,-9.09783040948991
"X-squared2193","random.graph",6e-04,"betweenness",322.746276442615,5.88813099406841e-65,0.0175076804256915,0.015517266358531,8.51578799282887e-67,-9.01513485661273
"X-squared2194","random.graph",6e-04,"betweenness",309.447025768417,4.01233710520233e-62,0.017169787577577,0.0150526126039393,6.08737793290193e-65,-8.58768736565498
"X-squared2195","random.graph",6e-04,"betweenness",290.138930703844,5.16083663901221e-58,0.0163792302498703,0.0142554597664625,1.66836173056842e-61,-8.4351760951464
"X-squared2196","random.graph",6e-04,"betweenness",277.947268494246,2.01637726648887e-55,0.0155231782526446,0.0139364533076279,2.73592224266117e-60,-7.66326808856597
"X-squared2197","random.graph",6e-04,"betweenness",279.301336159356,1.03950306401752e-55,0.0159585186411539,0.0137051219384915,2.29253719263518e-59,-7.89395551768887
"X-squared2198","random.graph",6e-04,"betweenness",324.83135452739,2.11615014654204e-65,0.018386487833463,0.0153207635293086,3.63608235830208e-66,-9.4248825003532
"X-squared2199","random.graph",6e-04,"betweenness",301.514044574378,1.96069061035488e-60,0.0174337421525688,0.0142189257852591,1.55881897181498e-61,-8.30086347181837
"X-squared2200","random.graph",6e-04,"closeness",69687.6033653886,0,0.1939691696426,0.990747320263035,0,-90.6972651999626
"X-squared2201","random.graph",6e-04,"closeness",69639.739523208,0,0.193902502975933,0.989400881230372,0,-91.6156030959667
"X-squared2202","random.graph",6e-04,"closeness",69623.7894394882,0,0.193880280753711,0.988982335103102,0,-91.8850576475405
"X-squared2203","random.graph",6e-04,"closeness",69703.5625097892,0,0.193991391864822,0.991250791225046,0,-90.3355633146339
"X-squared2204","random.graph",6e-04,"closeness",69607.824582607,0,0.193858058531489,0.988987694846505,0,-91.8909529344246
"X-squared2205","random.graph",6e-04,"closeness",25293.9767346872,0,0.154704445408004,0.988323598513499,0,-92.3847442984852
"X-squared2206","random.graph",6e-04,"closeness",69687.6033653886,0,0.1939691696426,0.990743695727762,0,-90.6929124410662
"X-squared2207","random.graph",6e-04,"closeness",46414.9104032192,0,0.182357497987626,0.987294545820137,0,-93.3821742113198
"X-squared2208","random.graph",6e-04,"closeness",69687.6033653886,0,0.1939691696426,0.990768115987705,0,-90.6936064273912
"X-squared2209","random.graph",6e-04,"closeness",69655.6918720981,0,0.193924725198156,0.989825652665122,0,-91.3358245872062
"X-squared2210","random.graph",6e-04,"closeness",46426.2096451828,0,0.182379720209849,0.987431424565172,0,-93.2020493602714
"X-squared2211","random.graph",6e-04,"closeness",69655.6918720981,0,0.193924725198156,0.989785347134573,0,-91.3354300417002
"X-squared2212","random.graph",6e-04,"closeness",69671.6464861583,0,0.193946947420378,0.990274696212504,0,-91.0236245301263
"X-squared2213","random.graph",6e-04,"closeness",68292.2038761235,0,0.192013614087044,0.988663733052578,0,-92.1431092971597
"X-squared2214","random.graph",6e-04,"closeness",69639.739523208,0,0.193902502975933,0.989378186601176,0,-91.6155174949201
"X-squared2215","random.graph",6e-04,"closeness",46460.1181720357,0,0.182446386876515,0.988045107535931,0,-92.6076346914291
"X-squared2216","random.graph",6e-04,"closeness",25887.7953827879,0,0.154704445408004,0.988322702445948,0,-92.381432153054
"X-squared2217","random.graph",6e-04,"closeness",115838.369377733,0,0.204226389767194,0.995366529955672,0,-86.0829869317135
"X-squared2218","random.graph",6e-04,"closeness",69703.5625097892,0,0.193991391864822,0.991211623923689,0,-90.3448959293814
"X-squared2219","random.graph",6e-04,"closeness",69655.6918720981,0,0.193924725198156,0.989805970063729,0,-91.3308553336315
"X-squared2220","random.graph",6e-04,"closeness",69671.6464861583,0,0.193946947420378,0.990201663880443,0,-91.0314288899402
"X-squared2221","random.graph",6e-04,"closeness",69687.6033653886,0,0.1939691696426,0.990750064582088,0,-90.69605309633
"X-squared2222","random.graph",6e-04,"closeness",46460.1181720357,0,0.182446386876515,0.988061705375198,0,-92.6070338037014
"X-squared2223","random.graph",6e-04,"closeness",69703.5625097892,0,0.193991391864822,0.991285640495985,0,-90.3288475897479
"X-squared2224","random.graph",6e-04,"closeness",74343.527668066,0,0.182757497987626,0.994479190345594,0,-87.4605280050666
"X-squared2225","random.graph",6e-04,"closeness",46437.5106873068,0,0.182401942432071,0.987614426972863,0,-93.013390292784
"X-squared2226","random.graph",6e-04,"closeness",69655.6918720981,0,0.193924725198156,0.989819335895586,0,-91.3381010644539
"X-squared2227","random.graph",6e-04,"closeness",92714.5179393735,0,0.200175552664876,0.992810461932613,0,-89.0946089322909
"X-squared2228","random.graph",6e-04,"closeness",92673.3608051252,0,0.200131108220432,0.992854538722356,0,-89.084534498459
"X-squared2229","random.graph",6e-04,"closeness",115913.998197359,0,0.204293056433861,0.995349447170889,0,-86.1007875223612
"X-squared2230","random.graph",6e-04,"closeness",26594.807592496,0,0.154704445408004,0.988363325674263,0,-92.3776076399652
"X-squared2231","random.graph",6e-04,"closeness",25844.4860302746,0,0.154704445408004,0.98833119039364,0,-92.3815579578762
"X-squared2232","random.graph",6e-04,"closeness",29371.8682847199,0,0.154704445408004,0.988377998952652,0,-92.3709692510223
"X-squared2233","random.graph",6e-04,"closeness",69591.8624622851,0,0.193835836309267,0.988991187424319,0,-91.8878708318321
"X-squared2234","random.graph",6e-04,"closeness",69671.6464861583,0,0.193946947420378,0.990280964311731,0,-91.0170006822122
"X-squared2235","random.graph",6e-04,"closeness",69607.824582607,0,0.193858058531489,0.988959933145969,0,-91.8877570102898
"X-squared2236","random.graph",6e-04,"closeness",46437.5106873068,0,0.182401942432071,0.987616582441082,0,-93.0148116888439
"X-squared2237","random.graph",6e-04,"closeness",46381.0234782905,0,0.18229083132096,0.987109410058439,0,-93.8654239297922
"X-squared2238","random.graph",6e-04,"closeness",69687.6033653886,0,0.1939691696426,0.990762269664896,0,-90.6910697862569
"X-squared2239","random.graph",6e-04,"closeness",69687.6033653886,0,0.1939691696426,0.990759875949985,0,-90.6913055077052
"X-squared2240","random.graph",6e-04,"closeness",46414.9104032192,0,0.182357497987626,0.987315672480832,0,-93.3814020455781
"X-squared2241","random.graph",6e-04,"closeness",46448.8135295911,0,0.182424164654293,0.98783918722903,0,-92.8165852355968
"X-squared2242","random.graph",6e-04,"closeness",46460.1181720357,0,0.182446386876515,0.988065735929828,0,-92.601794245898
"X-squared2243","random.graph",6e-04,"closeness",69687.6033653886,0,0.1939691696426,0.990743047231961,0,-90.6932385004178
"X-squared2244","random.graph",6e-04,"closeness",92858.6575520381,0,0.200331108220432,0.993934422919601,0,-88.0548075971264
"X-squared2245","random.graph",6e-04,"closeness",68402.4333515219,0,0.1921691696426,0.988639095688465,0,-92.142027484179
"X-squared2246","random.graph",6e-04,"closeness",46460.1181720357,0,0.182446386876515,0.988044692469182,0,-92.6059793030844
"X-squared2247","random.graph",6e-04,"closeness",69687.6033653886,0,0.1939691696426,0.990728512215434,0,-90.6907914143798
"X-squared2248","random.graph",6e-04,"closeness",92858.6575520381,0,0.200331108220432,0.993915043004331,0,-88.0577763251184
"X-squared2249","random.graph",6e-04,"closeness",87036.0437040056,0,0.193886663775987,0.992272880819,0,-89.5398981947393
"X-squared2250","random.graph",6e-04,"closeness",46437.5106873068,0,0.182401942432071,0.987594649503675,0,-93.0094117988108
"X-squared2251","random.graph",6e-04,"closeness",69687.6033653886,0,0.1939691696426,0.990728606683634,0,-90.698370831905
"X-squared2252","random.graph",6e-04,"closeness",69655.6918720981,0,0.193924725198156,0.989779657732936,0,-91.3439675968801
"X-squared2253","random.graph",6e-04,"closeness",92838.0648642926,0,0.20030888599821,0.993420633374204,0,-88.6075341195185
"X-squared2254","random.graph",6e-04,"closeness",92838.0648642926,0,0.20030888599821,0.99335262303246,0,-88.603077958264
"X-squared2255","random.graph",6e-04,"closeness",46414.9104032192,0,0.182357497987626,0.987305043031718,0,-93.3829013915735
"X-squared2256","random.graph",6e-04,"closeness",92673.3608051252,0,0.200131108220432,0.992833166641876,0,-89.0897067604858
"X-squared2257","random.graph",6e-04,"closeness",46426.2096451828,0,0.182379720209849,0.987458633540589,0,-93.2025482006837
"X-squared2258","random.graph",6e-04,"closeness",69639.739523208,0,0.193902502975933,0.989385363794018,0,-91.6225752307347
"X-squared2259","random.graph",6e-04,"closeness",92755.6897318409,0,0.200219997109321,0.992864297477844,0,-89.0852955761467
"X-squared2260","random.graph",6e-04,"closeness",69703.5625097892,0,0.193991391864822,0.991201682673204,0,-90.3527315103255
"X-squared2261","random.graph",6e-04,"closeness",46460.1181720357,0,0.182446386876515,0.988054063938795,0,-92.6048995778706
"X-squared2262","random.graph",6e-04,"closeness",69639.739523208,0,0.193902502975933,0.989411084266395,0,-91.6204854619872
"X-squared2263","random.graph",6e-04,"closeness",69703.5625097892,0,0.193991391864822,0.991190672050235,0,-90.3311401384953
"X-squared2264","random.graph",6e-04,"closeness",69623.7894394882,0,0.193880280753711,0.989015513951408,0,-91.8855584429902
"X-squared2265","random.graph",6e-04,"closeness",46414.9104032192,0,0.182357497987626,0.987306506299578,0,-93.3858852186826
"X-squared2266","random.graph",6e-04,"closeness",46448.8135295911,0,0.182424164654293,0.987785037913452,0,-92.8194838883705
"X-squared2267","random.graph",6e-04,"closeness",68702.3035720295,0,0.192591391864822,0.988672509979441,0,-92.1335246813462
"X-squared2268","random.graph",6e-04,"closeness",46460.1181720357,0,0.182446386876515,0.988062481786219,0,-92.6068375064195
"X-squared2269","random.graph",6e-04,"closeness",26966.0168683337,0,0.154704445408004,0.988331154641542,0,-92.3780613537665
"X-squared2270","random.graph",6e-04,"closeness",92838.0648642926,0,0.20030888599821,0.993366208689281,0,-88.5989987461258
"X-squared2271","random.graph",6e-04,"closeness",69639.739523208,0,0.193902502975933,0.989400935524794,0,-91.6118152861583
"X-squared2272","random.graph",6e-04,"closeness",86237.7064605029,0,0.192975552664876,0.992260432747099,0,-89.5534566175079
"X-squared2273","random.graph",6e-04,"closeness",25397.1248663369,0,0.154704445408004,0.988339230246422,0,-92.383213675064
"X-squared2274","random.graph",6e-04,"closeness",69655.6918720981,0,0.193924725198156,0.989820411521549,0,-91.3320819146728
"X-squared2275","random.graph",6e-04,"closeness",86412.4235253824,0,0.193175552664876,0.992287050492214,0,-89.5463871561385
"X-squared2276","random.graph",6e-04,"closeness",69639.739523208,0,0.193902502975933,0.989376653866403,0,-91.6218515921508
"X-squared2277","random.graph",6e-04,"closeness",69639.739523208,0,0.193902502975933,0.989348735712887,0,-91.6249364831674
