"","i","test","test.number","pval","statistic"
"6328",0.55,"Joint Digits Test","t3",0,99.5908283613406
"6329",0.55,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.974909784446705
"6330",0.55,"K-S Test for Benford Distribution","t5",0,2.63700043360188
"6331",0.55,"Chebyshev Distance Test for Benford Distribution","t6",0,2.63700043360188
"6332",0.55,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,1.965911149398
"6333",0.55,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.0252584655460346,0.00990384528102855
"6334",0.55,"Mean Absolute Deviation","t9",NA,0.00764623894715038
"6335",0.55,"Distortion Factor","t10",NA,-23.2166620292192
"6336",0.55,"Mantissa Arc Test","t11",4.84603727367724e-11,0.00305902559362852
"6337",0.55,"Chi-Square Test for Benford Distribution","t1",0,115.676484508061
"6338",0.55,"Euclidean Distance Test for Benford Distribution","t2",0,4.30510751731718
"6339",0.55,"Joint Digits Test","t3",0,115.676484508061
"6340",0.55,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.971365547702815
"6341",0.55,"K-S Test for Benford Distribution","t5",0,2.77700043360188
"6342",0.55,"Chebyshev Distance Test for Benford Distribution","t6",0,2.77700043360188
"6343",0.55,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,2.16462271383867
"6344",0.55,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.0217724588491512,0.0101556545742883
"6345",0.55,"Mean Absolute Deviation","t9",NA,0.00907328803249366
"6346",0.55,"Distortion Factor","t10",NA,-23.0317964640143
"6347",0.55,"Mantissa Arc Test","t11",2.1239257916118e-15,0.00432648357410388
"6348",0.55,"Chi-Square Test for Benford Distribution","t1",0,130.122115878367
"6349",0.55,"Euclidean Distance Test for Benford Distribution","t2",0,4.57100779514127
"6350",0.55,"Joint Digits Test","t3",0,130.122115878367
"6351",0.55,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.967615979346125
"6352",0.55,"K-S Test for Benford Distribution","t5",0,2.91700043360188
"6353",0.55,"Chebyshev Distance Test for Benford Distribution","t6",0,2.91700043360188
"6354",0.55,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,2.49984860704122
"6355",0.55,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.00683626569931084,0.011972278761376
"6356",0.55,"Mean Absolute Deviation","t9",NA,0.00923794359235355
"6357",0.55,"Distortion Factor","t10",NA,-22.2297425077093
"6358",0.55,"Mantissa Arc Test","t11",5.46346993327946e-16,0.00453110848131626
"6359",0.55,"Chi-Square Test for Benford Distribution","t1",1.11022302462516e-16,93.175453792016
"6360",0.55,"Euclidean Distance Test for Benford Distribution","t2",0,4.00719738013153
"6361",0.55,"Joint Digits Test","t3",1.11022302462516e-16,93.1754537920161
"6362",0.55,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.9749430970662
"6363",0.55,"K-S Test for Benford Distribution","t5",0,2.60700043360188
"6364",0.55,"Chebyshev Distance Test for Benford Distribution","t6",0,2.60700043360188
"6365",0.55,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,1.68293892593035
"6366",0.55,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.0444442340654834,0.00889660810798986
"6367",0.55,"Mean Absolute Deviation","t9",NA,0.00658236151787571
"6368",0.55,"Distortion Factor","t10",NA,-22.7912306096955
"6369",0.55,"Mantissa Arc Test","t11",3.41052526090119e-09,0.00251080483220326
"6370",0.55,"Chi-Square Test for Benford Distribution","t1",1.11022302462516e-16,92.7034388480999
"6371",0.55,"Euclidean Distance Test for Benford Distribution","t2",0,4.08431602987376
"6372",0.55,"Joint Digits Test","t3",1.11022302462516e-16,92.7034388480999
"6373",0.55,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.975042846811388
"6374",0.55,"K-S Test for Benford Distribution","t5",0,2.78700043360188
"6375",0.55,"Chebyshev Distance Test for Benford Distribution","t6",0,2.78700043360188
"6376",0.55,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,1.74527006176411
"6377",0.55,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.125918604424656,0.00677421549337255
"6378",0.55,"Mean Absolute Deviation","t9",NA,0.00701249271619886
"6379",0.55,"Distortion Factor","t10",NA,-22.5560216466408
"6380",0.55,"Mantissa Arc Test","t11",2.22470003713567e-09,0.00257611116436346
"6381",0.55,"Chi-Square Test for Benford Distribution","t1",0,103.343430797936
"6382",0.55,"Euclidean Distance Test for Benford Distribution","t2",0,4.21399772740264
"6383",0.55,"Joint Digits Test","t3",0,103.343430797936
"6384",0.55,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.97438141461303
"6385",0.55,"K-S Test for Benford Distribution","t5",0,2.95700043360188
"6386",0.55,"Chebyshev Distance Test for Benford Distribution","t6",0,2.95700043360188
"6387",0.55,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,2.06192133189217
"6388",0.55,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.119034187075229,0.00690012014000242
"6389",0.55,"Mean Absolute Deviation","t9",NA,0.00783040940252734
"6390",0.55,"Distortion Factor","t10",NA,-23.0292082783339
"6391",0.55,"Mantissa Arc Test","t11",6.1671286134609e-10,0.00272964571747187
"6392",0.55,"Chi-Square Test for Benford Distribution","t1",3.33066907387547e-16,90.8170296575029
"6393",0.55,"Euclidean Distance Test for Benford Distribution","t2",0,3.94169600233774
"6394",0.55,"Joint Digits Test","t3",3.33066907387547e-16,90.817029657503
"6395",0.55,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.977320546015951
"6396",0.55,"K-S Test for Benford Distribution","t5",0,2.76700043360188
"6397",0.55,"Chebyshev Distance Test for Benford Distribution","t6",0,2.76700043360188
"6398",0.55,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,1.80209972218326
"6399",0.55,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.131023118381974,0.00668428360292264
"6400",0.55,"Mean Absolute Deviation","t9",NA,0.00723306712948748
"6401",0.55,"Distortion Factor","t10",NA,-23.1246148674951
"6402",0.55,"Mantissa Arc Test","t11",3.16164983246477e-09,0.00250539834187308
"6403",0.55,"Chi-Square Test for Benford Distribution","t1",0,125.959034772734
"6404",0.55,"Euclidean Distance Test for Benford Distribution","t2",0,4.73741788895822
"6405",0.55,"Joint Digits Test","t3",0,125.959034772734
"6406",0.55,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.969527226396989
"6407",0.55,"K-S Test for Benford Distribution","t5",0,3.43700043360188
"6408",0.55,"Chebyshev Distance Test for Benford Distribution","t6",0,3.43700043360188
"6409",0.55,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,2.54897795518211
"6410",0.55,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.228077781865085,0.00533530524617438
"6411",0.55,"Mean Absolute Deviation","t9",NA,0.00854510389918923
"6412",0.55,"Distortion Factor","t10",NA,-22.956792224679
"6413",0.55,"Mantissa Arc Test","t11",3.49201926619732e-12,0.00340525893387476
"6414",0.55,"Chi-Square Test for Benford Distribution","t1",0,140.101303632154
"6415",0.55,"Euclidean Distance Test for Benford Distribution","t2",0,5.06088946961054
"6416",0.55,"Joint Digits Test","t3",0,140.101303632154
"6417",0.55,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.965465028569684
"6418",0.55,"K-S Test for Benford Distribution","t5",0,3.66700043360188
"6419",0.55,"Chebyshev Distance Test for Benford Distribution","t6",0,3.66700043360188
"6420",0.55,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,2.73689549100582
"6421",0.55,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.229649657109325,0.00531731886808445
"6422",0.55,"Mean Absolute Deviation","t9",NA,0.00973925912420813
"6423",0.55,"Distortion Factor","t10",NA,-22.9280939901591
"6424",0.55,"Mantissa Arc Test","t11",2.25910071717421e-16,0.00465276955528395
"6425",0.55,"Chi-Square Test for Benford Distribution","t1",0,102.030902606381
"6426",0.55,"Euclidean Distance Test for Benford Distribution","t2",0,4.11316029081128
"6427",0.55,"Joint Digits Test","t3",0,102.030902606381
"6428",0.55,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.974439675444566
"6429",0.55,"K-S Test for Benford Distribution","t5",0,2.77700043360188
"6430",0.55,"Chebyshev Distance Test for Benford Distribution","t6",0,2.77700043360188
"6431",0.55,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,2.02044646951638
"6432",0.55,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.0376215402555502,0.00920237653551948
"6433",0.55,"Mean Absolute Deviation","t9",NA,0.00708275243141819
"6434",0.55,"Distortion Factor","t10",NA,-23.3218764732424
"6435",0.55,"Mantissa Arc Test","t11",1.33567106317517e-08,0.00234405260625092
"6436",0.55,"Chi-Square Test for Benford Distribution","t1",5.55111512312578e-16,89.5122788335085
"6437",0.55,"Euclidean Distance Test for Benford Distribution","t2",0,3.98239492514588
"6438",0.55,"Joint Digits Test","t3",5.55111512312578e-16,89.5122788335085
"6439",0.55,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.975931608777062
"6440",0.55,"K-S Test for Benford Distribution","t5",0,2.69700043360188
"6441",0.55,"Chebyshev Distance Test for Benford Distribution","t6",0,2.69700043360188
"6442",0.55,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,1.58080443862867
"6443",0.55,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.0837191576100766,0.00765554801978146
"6444",0.55,"Mean Absolute Deviation","t9",NA,0.00704588183318283
"6445",0.55,"Distortion Factor","t10",NA,-23.3547570350617
"6446",0.55,"Mantissa Arc Test","t11",1.87594089342717e-08,0.00229095678606317
"6447",0.55,"Chi-Square Test for Benford Distribution","t1",0,95.0531209021413
"6448",0.55,"Euclidean Distance Test for Benford Distribution","t2",0,4.15965298504018
"6449",0.55,"Joint Digits Test","t3",0,95.0531209021415
"6450",0.55,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.974473291784981
"6451",0.55,"K-S Test for Benford Distribution","t5",0,2.88700043360188
"6452",0.55,"Chebyshev Distance Test for Benford Distribution","t6",0,2.88700043360188
"6453",0.55,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,1.7758758896982
"6454",0.55,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.128962382954466,0.00672025635910259
"6455",0.55,"Mean Absolute Deviation","t9",NA,0.00742314338541308
"6456",0.55,"Distortion Factor","t10",NA,-23.3648995025356
"6457",0.55,"Mantissa Arc Test","t11",1.51374601528368e-10,0.00290222866723225
"6458",0.55,"Chi-Square Test for Benford Distribution","t1",0,97.8965020646178
"6459",0.55,"Euclidean Distance Test for Benford Distribution","t2",0,4.06557956321258
"6460",0.55,"Joint Digits Test","t3",0,97.8965020646179
"6461",0.55,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.975062364769187
"6462",0.55,"K-S Test for Benford Distribution","t5",0,2.72700043360188
"6463",0.55,"Chebyshev Distance Test for Benford Distribution","t6",0,2.72700043360188
"6464",0.55,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,1.92459827929775
"6465",0.55,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.0815621939735269,0.00770950715405134
"6466",0.55,"Mean Absolute Deviation","t9",NA,0.00704261958813495
"6467",0.55,"Distortion Factor","t10",NA,-22.6907045813269
"6468",0.55,"Mantissa Arc Test","t11",1.30898415444338e-09,0.00264708353244172
"6469",0.55,"Chi-Square Test for Benford Distribution","t1",4.55191440096314e-15,85.1189308315468
"6470",0.55,"Euclidean Distance Test for Benford Distribution","t2",0,3.95446930757147
"6471",0.55,"Joint Digits Test","t3",4.55191440096314e-15,85.1189308315467
"6472",0.55,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.976924909596248
"6473",0.55,"K-S Test for Benford Distribution","t5",0,2.73700043360188
"6474",0.55,"Chebyshev Distance Test for Benford Distribution","t6",0,2.73700043360188
"6475",0.55,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,1.48363349851805
"6476",0.55,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.316268436246403,0.00443598634167554
"6477",0.55,"Mean Absolute Deviation","t9",NA,0.00643618579175535
"6478",0.55,"Distortion Factor","t10",NA,-22.864988106701
"6479",0.55,"Mantissa Arc Test","t11",2.61917274401131e-08,0.00225757432078086
"6480",0.55,"Chi-Square Test for Benford Distribution","t1",1.33226762955019e-15,87.6934380481231
"6481",0.55,"Euclidean Distance Test for Benford Distribution","t2",0,3.93281500100119
"6482",0.55,"Joint Digits Test","t3",1.33226762955019e-15,87.6934380481231
"6483",0.55,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.976901434164023
"6484",0.55,"K-S Test for Benford Distribution","t5",0,2.69700043360188
"6485",0.55,"Chebyshev Distance Test for Benford Distribution","t6",0,2.69700043360188
"6486",0.55,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,1.62019318387946
"6487",0.55,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.149584138917381,0.00637851517539302
"6488",0.55,"Mean Absolute Deviation","t9",NA,0.00658378763125523
"6489",0.55,"Distortion Factor","t10",NA,-23.2835312435465
"6490",0.55,"Mantissa Arc Test","t11",9.55884102039461e-08,0.00208315688315692
"6491",0.55,"Chi-Square Test for Benford Distribution","t1",5.32907051820075e-15,84.7916775556518
"6492",0.55,"Euclidean Distance Test for Benford Distribution","t2",0,3.85587995541609
"6493",0.55,"Joint Digits Test","t3",5.32907051820075e-15,84.7916775556519
"6494",0.55,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.978983039876127
"6495",0.55,"K-S Test for Benford Distribution","t5",0,2.77700043360188
"6496",0.55,"Chebyshev Distance Test for Benford Distribution","t6",0,2.77700043360188
"6497",0.55,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,1.71930279371137
"6498",0.55,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.278620508214851,0.00479571390347505
"6499",0.55,"Mean Absolute Deviation","t9",NA,0.0072042248607929
"6500",0.55,"Distortion Factor","t10",NA,-23.7030256502012
"6501",0.55,"Mantissa Arc Test","t11",1.0516668741093e-10,0.00296152030489354
"6502",0.55,"Chi-Square Test for Benford Distribution","t1",3.33066907387547e-16,90.9935738913694
"6503",0.55,"Euclidean Distance Test for Benford Distribution","t2",0,3.75964097042476
"6504",0.55,"Joint Digits Test","t3",3.33066907387547e-16,90.9935738913693
"6505",0.55,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.976927105039042
"6506",0.55,"K-S Test for Benford Distribution","t5",0,2.31700043360188
"6507",0.55,"Chebyshev Distance Test for Benford Distribution","t6",0,2.33912590556812
"6508",0.55,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,1.64620162429232
"6509",0.55,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.00683626569931084,0.011972278761376
"6510",0.55,"Mean Absolute Deviation","t9",NA,0.00783037978439646
"6511",0.55,"Distortion Factor","t10",NA,-22.398023966679
"6512",0.55,"Mantissa Arc Test","t11",4.13274927795063e-12,0.00339271010169449
"6513",0.55,"Chi-Square Test for Benford Distribution","t1",7.78266340262235e-14,78.9961955397536
"6514",0.55,"Euclidean Distance Test for Benford Distribution","t2",0,3.80886465726085
"6515",0.55,"Joint Digits Test","t3",7.78266340262235e-14,78.9961955397536
"6516",0.55,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.97979120786405
"6517",0.55,"K-S Test for Benford Distribution","t5",0,2.76700043360188
"6518",0.55,"Chebyshev Distance Test for Benford Distribution","t6",0,2.76700043360188
"6519",0.55,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,1.51671735573918
"6520",0.55,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.598374988533827,0.00233158010514817
"6521",0.55,"Mean Absolute Deviation","t9",NA,0.00682033486874808
"6522",0.55,"Distortion Factor","t10",NA,-23.4489482215853
"6523",0.55,"Mantissa Arc Test","t11",3.18120491500385e-08,0.00222094695932549
"6524",0.55,"Chi-Square Test for Benford Distribution","t1",2.19824158875781e-14,81.7267811182386
"6525",0.55,"Euclidean Distance Test for Benford Distribution","t2",0,3.8893219695593
"6526",0.55,"Joint Digits Test","t3",2.19824158875781e-14,81.7267811182386
"6527",0.55,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.978198619475172
"6528",0.55,"K-S Test for Benford Distribution","t5",0,2.76700043360188
"6529",0.55,"Chebyshev Distance Test for Benford Distribution","t6",0,2.76700043360188
"6530",0.55,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,1.48587502364029
"6531",0.55,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.324181177058573,0.00436404082931564
"6532",0.55,"Mean Absolute Deviation","t9",NA,0.00605292653836149
"6533",0.55,"Distortion Factor","t10",NA,-22.5335761198995
"6534",0.55,"Mantissa Arc Test","t11",7.18411904577367e-09,0.00242078400918206
"6535",0.55,"Chi-Square Test for Benford Distribution","t1",0,96.9766798902737
"6536",0.55,"Euclidean Distance Test for Benford Distribution","t2",0,3.92905517104329
"6537",0.55,"Joint Digits Test","t3",0,96.9766798902737
"6538",0.55,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.975230102789167
"6539",0.55,"K-S Test for Benford Distribution","t5",0,2.46700043360188
"6540",0.55,"Chebyshev Distance Test for Benford Distribution","t6",0,2.46700043360188
"6541",0.55,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,1.88553961947024
"6542",0.55,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.0088088336091412,0.0115945648214865
"6543",0.55,"Mean Absolute Deviation","t9",NA,0.0073566889740223
"6544",0.55,"Distortion Factor","t10",NA,-22.4979948914488
"6545",0.55,"Mantissa Arc Test","t11",9.43277087555357e-11,0.00295989820915895
"6546",0.55,"Chi-Square Test for Benford Distribution","t1",4.34541291838286e-13,75.2749890869795
"6547",0.55,"Euclidean Distance Test for Benford Distribution","t2",0,3.6738186858115
"6548",0.55,"Joint Digits Test","t3",4.34541291838286e-13,75.2749890869796
"6549",0.55,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.980542530656472
"6550",0.55,"K-S Test for Benford Distribution","t5",0,2.63700043360188
"6551",0.55,"Chebyshev Distance Test for Benford Distribution","t6",0,2.63700043360188
"6552",0.55,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,1.44816820489747
"6553",0.55,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.29329702215998,0.00465182287875525
"6554",0.55,"Mean Absolute Deviation","t9",NA,0.00663878935662214
"6555",0.55,"Distortion Factor","t10",NA,-23.111581583697
"6556",0.55,"Mantissa Arc Test","t11",1.17623809373864e-08,0.0023617073411339
"6557",0.55,"Chi-Square Test for Benford Distribution","t1",0,95.2528484468791
"6558",0.55,"Euclidean Distance Test for Benford Distribution","t2",0,3.69538552822906
"6559",0.55,"Joint Digits Test","t3",0,95.252848446879
"6560",0.55,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.976819017475105
"6561",0.55,"K-S Test for Benford Distribution","t5",0,2.33512503836436
"6562",0.55,"Chebyshev Distance Test for Benford Distribution","t6",0,2.18912590556812
"6563",0.55,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,1.84639333668597
"6564",0.55,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000918973662651812,0.0146702354748725
"6565",0.55,"Mean Absolute Deviation","t9",NA,0.00734734662053469
"6566",0.55,"Distortion Factor","t10",NA,-22.3675058176
"6567",0.55,"Mantissa Arc Test","t11",4.49143036237967e-10,0.00277117029904547
"6568",0.55,"Chi-Square Test for Benford Distribution","t1",1.11022302462516e-16,93.5046614955357
"6569",0.55,"Euclidean Distance Test for Benford Distribution","t2",0,4.10425483669767
"6570",0.55,"Joint Digits Test","t3",1.11022302462516e-16,93.5046614955357
"6571",0.55,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.975805143460928
"6572",0.55,"K-S Test for Benford Distribution","t5",0,2.88700043360188
"6573",0.55,"Chebyshev Distance Test for Benford Distribution","t6",0,2.88700043360188
"6574",0.55,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,1.76283849782829
"6575",0.55,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.336289916120895,0.00425612256077579
"6576",0.55,"Mean Absolute Deviation","t9",NA,0.00692341997287947
"6577",0.55,"Distortion Factor","t10",NA,-23.0854965823688
"6578",0.55,"Mantissa Arc Test","t11",2.40925068732333e-08,0.00227278633880772
"6579",0.55,"Chi-Square Test for Benford Distribution","t1",0,99.9101862414557
"6580",0.55,"Euclidean Distance Test for Benford Distribution","t2",0,3.96234512875686
"6581",0.55,"Joint Digits Test","t3",0,99.9101862414558
"6582",0.55,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.974132927125153
"6583",0.55,"K-S Test for Benford Distribution","t5",9.9999999999989e-05,2.36700043360188
"6584",0.55,"Chebyshev Distance Test for Benford Distribution","t6",0,2.40912590556812
"6585",0.55,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,1.88733968527166
"6586",0.55,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.00383245642555741,0.0127996521535149
"6587",0.55,"Mean Absolute Deviation","t9",NA,0.00684579573641368
"6588",0.55,"Distortion Factor","t10",NA,-22.8084842787834
"6589",0.55,"Mantissa Arc Test","t11",4.14478702161227e-09,0.00247295508413564
"6590",0.55,"Chi-Square Test for Benford Distribution","t1",1.59205981731247e-13,77.4497144694009
"6591",0.55,"Euclidean Distance Test for Benford Distribution","t2",0,3.63314973325368
"6592",0.55,"Joint Digits Test","t3",1.59205981731247e-13,77.449714469401
"6593",0.55,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.980393822736273
"6594",0.55,"K-S Test for Benford Distribution","t5",0,2.51700043360188
"6595",0.55,"Chebyshev Distance Test for Benford Distribution","t6",0,2.51700043360188
"6596",0.55,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,1.39627148265701
"6597",0.55,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.247450329911292,0.00511946870909468
"6598",0.55,"Mean Absolute Deviation","t9",NA,0.00607106302060865
"6599",0.55,"Distortion Factor","t10",NA,-23.34505637004
"6600",0.55,"Mantissa Arc Test","t11",3.65258554836073e-06,0.00161299604119185
"6601",0.6,"Chi-Square Test for Benford Distribution","t1",3.5527136788005e-15,85.619898797744
"6602",0.6,"Euclidean Distance Test for Benford Distribution","t2",0,3.80935775014239
"6603",0.6,"Joint Digits Test","t3",3.5527136788005e-15,85.6198987977439
"6604",0.6,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.978049160735618
"6605",0.6,"K-S Test for Benford Distribution","t5",0,2.60014074384605
"6606",0.6,"Chebyshev Distance Test for Benford Distribution","t6",0,2.60014074384605
"6607",0.6,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,1.64212254350976
"6608",0.6,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.0770691769356777,0.00782612630376144
"6609",0.6,"Mean Absolute Deviation","t9",NA,0.00774741979040656
"6610",0.6,"Distortion Factor","t10",NA,-19.7905269787378
"6611",0.6,"Mantissa Arc Test","t11",3.10504823283031e-09,0.00244694436519595
"6612",0.6,"Chi-Square Test for Benford Distribution","t1",3.48721052034762e-13,75.7517769619809
"6613",0.6,"Euclidean Distance Test for Benford Distribution","t2",0,3.57119193113197
"6614",0.6,"Joint Digits Test","t3",3.48721052034762e-13,75.7517769619809
"6615",0.6,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.981746990040231
"6616",0.6,"K-S Test for Benford Distribution","t5",0,2.57013924373354
"6617",0.6,"Chebyshev Distance Test for Benford Distribution","t6",0,2.57013924373354
"6618",0.6,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,1.56439511332042
"6619",0.6,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.250026879254714,0.00509192341379594
"6620",0.6,"Mean Absolute Deviation","t9",NA,0.00640747128247085
"6621",0.6,"Distortion Factor","t10",NA,-20.328739134497
"6622",0.6,"Mantissa Arc Test","t11",8.2029831338734e-08,0.00202912359893376
"6623",0.6,"Chi-Square Test for Benford Distribution","t1",1.88953297453054e-11,67.0564881439954
"6624",0.6,"Euclidean Distance Test for Benford Distribution","t2",0,3.2683730152015
"6625",0.6,"Joint Digits Test","t3",1.88953297453054e-11,67.0564881439954
"6626",0.6,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.982353021476579
"6627",0.6,"K-S Test for Benford Distribution","t5",9.9999999999989e-05,2.02011174167087
"6628",0.6,"Chebyshev Distance Test for Benford Distribution","t6",0,2.09746986909299
"6629",0.6,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,1.23385887945212
"6630",0.6,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.0256678622774431,0.00987677847123563
"6631",0.6,"Mean Absolute Deviation","t9",NA,0.00554482025184834
"6632",0.6,"Distortion Factor","t10",NA,-19.7870241213369
"6633",0.6,"Mantissa Arc Test","t11",1.43969980560702e-06,0.00168201524752249
"6634",0.6,"Chi-Square Test for Benford Distribution","t1",7.05324687544362e-13,74.224176763864
"6635",0.6,"Euclidean Distance Test for Benford Distribution","t2",0,3.68091860372481
"6636",0.6,"Joint Digits Test","t3",7.05324687544362e-13,74.2241767638642
"6637",0.6,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.980618098912409
"6638",0.6,"K-S Test for Benford Distribution","t5",0,2.65014324403357
"6639",0.6,"Chebyshev Distance Test for Benford Distribution","t6",0,2.65014324403357
"6640",0.6,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,1.28923747104165
"6641",0.6,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.45692208606012,0.00329310572302913
"6642",0.6,"Mean Absolute Deviation","t9",NA,0.00664291322308107
"6643",0.6,"Distortion Factor","t10",NA,-20.3128752750988
"6644",0.6,"Mantissa Arc Test","t11",8.60152028229804e-07,0.00173968070332719
"6645",0.6,"Chi-Square Test for Benford Distribution","t1",1.57651669496772e-13,77.4703752849267
"6646",0.6,"Euclidean Distance Test for Benford Distribution","t2",0,3.74778629700035
"6647",0.6,"Joint Digits Test","t3",1.57651669496772e-13,77.4703752849267
"6648",0.6,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.978794391423309
"6649",0.6,"K-S Test for Benford Distribution","t5",0,2.57013924373354
"6650",0.6,"Chebyshev Distance Test for Benford Distribution","t6",0,2.57013924373354
"6651",0.6,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,1.39714233053955
"6652",0.6,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.17077487956656,0.00606328496681
"6653",0.6,"Mean Absolute Deviation","t9",NA,0.00600604570668409
"6654",0.6,"Distortion Factor","t10",NA,-20.24160325585
"6655",0.6,"Mantissa Arc Test","t11",1.31078738729653e-05,0.00140651788431325
"6656",0.6,"Chi-Square Test for Benford Distribution","t1",1.11022302462516e-16,93.4502284033371
"6657",0.6,"Euclidean Distance Test for Benford Distribution","t2",0,3.71357272923167
"6658",0.6,"Joint Digits Test","t3",1.11022302462516e-16,93.4502284033372
"6659",0.6,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.977365623697222
"6660",0.6,"K-S Test for Benford Distribution","t5",0,2.26012374257094
"6661",0.6,"Chebyshev Distance Test for Benford Distribution","t6",0,2.26012374257094
"6662",0.6,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,1.68388974531475
"6663",0.6,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.00411531380945962,0.0127009222457395
