"model","parameter.set.j.","measure","tr.stats.chisq.statistic","tr.stats.chisq.p.value","tr.MAD","tr.stats.mantissa.arc.test.statistic","tr.stats.mantissa.arc.test.p.value","tr.distortion.factor"
"random.graph",1e-04,"degree",4463.22115543201,0,0.0889152459909011,0.217742298921385,0,-59.8374737361184
"random.graph",1e-04,"degree",4276.9398193898,0,0.0871098936359472,0.209083377955106,0,-59.4375521222739
"random.graph",1e-04,"degree",4221.92282585454,0,0.0865097684956009,0.199250458960048,0,-58.8220418980608
"random.graph",1e-04,"degree",4340.46006729745,0,0.0884663800191041,0.217655432717252,0,-59.7131223277283
"random.graph",1e-04,"degree",4314.38583571212,0,0.0875784245827,0.212293044714161,0,-59.5888213382825
"random.graph",1e-04,"degree",4320.83823786136,0,0.0878444886193691,0.210626574938767,0,-59.4871488545453
"random.graph",1e-04,"degree",4368.07171601214,0,0.0880627772106848,0.210652784253861,0,-59.4991242042684
"random.graph",1e-04,"degree",4216.89586954378,0,0.0866363622058489,0.203709262494556,0,-59.1493793172303
"random.graph",1e-04,"degree",4355.70017736132,0,0.0878045579001255,0.218726462163295,0,-59.9125508316166
"random.graph",1e-04,"degree",4332.0048740204,0,0.0866280398617738,0.205050677140501,0,-59.2983776278768
"random.graph",1e-04,"degree",4233.42668227416,0,0.0868231111960841,0.204704135735068,0,-59.309472922102
"random.graph",1e-04,"degree",4320.2062154618,0,0.0876953119575977,0.211446853174697,0,-59.5419582740423
"random.graph",1e-04,"degree",4300.53240296336,0,0.0882093759549235,0.211629298652476,0,-59.4546989586225
"random.graph",1e-04,"degree",4286.13941579859,0,0.0869434682913484,0.207796711236641,0,-59.4280761434017
"random.graph",1e-04,"degree",4317.09604439194,0,0.0874953786013073,0.209472415065546,0,-59.4306231856495
"random.graph",1e-04,"degree",4361.40267162826,0,0.0891730545067417,0.216590878218443,0,-59.6411431204167
"random.graph",1e-04,"degree",4412.32348473008,0,0.088584994278948,0.221512401274342,0,-59.8770604017705
"random.graph",1e-04,"degree",4438.33757939027,0,0.0881565930860223,0.217856868030658,0,-59.7527003070863
"random.graph",1e-04,"degree",4347.15574974841,0,0.0873925528042888,0.208585923918176,0,-59.370894739386
"random.graph",1e-04,"degree",4372.585061614,0,0.0883648562895731,0.214255859343026,0,-59.6146331607609
"random.graph",1e-04,"degree",4275.33832141111,0,0.0868226864730929,0.205170139880593,0,-59.2538528037929
"random.graph",1e-04,"degree",4238.35968278912,0,0.0855620855083733,0.20200553542396,0,-59.2410978703831
"random.graph",1e-04,"degree",4256.40277410615,0,0.0866502628907563,0.205903862713212,0,-59.2905370033434
"random.graph",1e-04,"degree",4393.30064774327,0,0.0888322257666193,0.224279007712396,0,-60.0226812642715
"random.graph",1e-04,"degree",4261.43417906489,0,0.0863340559629587,0.20468042722499,0,-59.3138484201999
"random.graph",1e-04,"degree",4375.49617994011,0,0.0875214416035159,0.207336091107607,0,-59.2940197834744
"random.graph",1e-04,"betweenness",512.826445040598,1.2442664460921e-105,0.0420406185950677,0.0242247642922337,2.86322807752385e-28,-11.7298598366918
"random.graph",1e-04,"betweenness",500.286578278165,6.10638293627776e-103,0.0420278846051607,0.0240977943503411,4.50345989268514e-28,-12.0986478551139
"random.graph",1e-04,"betweenness",501.870977252113,2.79151104952483e-103,0.0400849165077511,0.0214580335469774,1.90225462649289e-26,-11.8518514396768
"random.graph",1e-04,"betweenness",515.014144198297,4.22070616572262e-106,0.0423270928323859,0.033007259312685,7.64855020612129e-39,-12.9867111306025
"random.graph",1e-04,"betweenness",513.482489248985,8.99734470386313e-106,0.0437379374547742,0.0299653097402166,3.27773029692369e-34,-12.0853279610173
"random.graph",1e-04,"betweenness",424.833832404161,9.07965599645915e-87,0.0394588645697915,0.0185632677880651,9.42975065476413e-22,-11.554143811118
"random.graph",1e-04,"betweenness",503.66364244601,1.15131472430513e-103,0.0408254802917931,0.021186570613753,7.59792088649573e-26,-13.1844551607276
"random.graph",1e-04,"betweenness",494.942808561334,8.55527245153758e-102,0.0392519532308009,0.0214821866729028,1.60473299784812e-27,-11.3216508551529
"random.graph",1e-04,"betweenness",369.493814545907,6.22427887887678e-75,0.0367524895411203,0.0126846858218923,1.04337294952528e-14,-11.2787461976652
"random.graph",1e-04,"betweenness",486.491951275327,5.55863213929267e-100,0.041760448544028,0.0293981385523303,2.3471368296071e-34,-12.4796294311213
"random.graph",1e-04,"betweenness",504.423106704922,7.91104368164827e-104,0.0416098948976496,0.0326785269826858,1.01797646716137e-38,-13.4994262565245
"random.graph",1e-04,"betweenness",497.965838488362,1.92173165444445e-102,0.0407866504936635,0.0247722729511272,3.16445345876646e-30,-13.85303937957
"random.graph",1e-04,"betweenness",427.468674960871,2.47706966464365e-87,0.0370279402675699,0.014202229624184,5.68083168070969e-18,-10.7994664666145
"random.graph",1e-04,"betweenness",464.108356462105,3.50263092209158e-95,0.0412203467567996,0.0264607481665081,6.30467676238123e-31,-13.0739828255835
"random.graph",1e-04,"betweenness",590.886649448484,2.1295262210595e-122,0.0442985504315299,0.0309160238568943,3.20879538660642e-37,-11.6162708989945
"random.graph",1e-04,"betweenness",440.644476923822,3.73437721740834e-90,0.0394016609908788,0.0200363523980382,4.32510338058864e-24,-12.8116211107888
"random.graph",1e-04,"betweenness",477.778083353924,4.10875356038533e-98,0.0395698648049678,0.024435053262609,7.97759305470743e-30,-11.5202685903186
"random.graph",1e-04,"betweenness",447.256801621291,1.43115994748948e-91,0.0383012766606902,0.0179225594803948,1.25071735225562e-20,-13.8793159587348
"random.graph",1e-04,"betweenness",453.287560581985,7.30294774269107e-93,0.0405243141295161,0.023215803109976,1.9035083515406e-26,-12.6662525976661
"random.graph",1e-04,"betweenness",458.875475203696,4.63437084128121e-94,0.0400213001095345,0.0181268856639565,6.65620571555901e-22,-12.3609837320809
"random.graph",1e-04,"betweenness",544.183872679298,2.30550659787126e-112,0.042113501944822,0.0265855519892274,1.33692454920444e-31,-12.6920709017988
"random.graph",1e-04,"betweenness",470.39319321972,1.57437797387147e-96,0.0409382637775426,0.0209195010583099,3.34026951612759e-24,-13.5949555300009
"random.graph",1e-04,"betweenness",405.075611061064,1.53731988873644e-82,0.0357399473161419,0.0159208780900845,7.54205953632457e-19,-13.7250166905458
"random.graph",1e-04,"betweenness",492.221399609527,3.28114884759639e-101,0.0412403601274047,0.0256077781844604,6.5715047108299e-30,-13.2662315751227
"random.graph",1e-04,"betweenness",515.451978953325,3.39948680567715e-106,0.0434917335609168,0.0280779909194864,1.71524620580013e-32,-13.5588736717833
"random.graph",1e-04,"betweenness",412.176108980865,4.64985617415479e-84,0.0365984347645564,0.020323826148394,8.29154941860372e-24,-14.0697110147591
"random.graph",1e-04,"betweenness",526.523882506848,1.42811419014861e-108,0.0431547317787781,0.0293031802210506,5.74302700669965e-34,-13.5064710721995
"random.graph",1e-04,"betweenness",483.755789502693,2.14684100022076e-99,0.0402694411026463,0.0221959122294364,1.87071867923227e-26,-12.2800408595344
"random.graph",1e-04,"betweenness",466.248320435161,1.21807744859973e-95,0.0423487246610109,0.0261252599755923,9.47955877304693e-30,-12.8413284007301
"random.graph",1e-04,"betweenness",443.305110002255,1.00525587913566e-90,0.0388497000305052,0.0153382434517904,7.37737652587039e-19,-12.1515059313341
"random.graph",1e-04,"betweenness",546.030560453542,9.2504063476829e-113,0.0445575284532782,0.0286762525003845,9.11385039889026e-34,-11.6455690694639
"random.graph",1e-04,"betweenness",494.40828141965,1.11404519068649e-101,0.0434546326205582,0.0269324457380579,2.80832891705845e-31,-12.0042209602363
"random.graph",1e-04,"betweenness",506.20291606538,3.28340054956978e-104,0.039994282645876,0.0239843277827684,2.43495835011897e-28,-10.811284479122
"random.graph",1e-04,"betweenness",516.831130249556,1.71950039234687e-106,0.0404782337087002,0.0282447054215141,3.64306799622343e-34,-14.2983046754862
"random.graph",1e-04,"betweenness",520.560563834966,2.72205944926955e-107,0.0416684247283691,0.0283368150630142,3.43078786335363e-33,-13.6899058430478
"random.graph",1e-04,"betweenness",481.162100899739,7.7274654187286e-99,0.0408522644655371,0.0258374562195595,1.0110413360322e-29,-12.946138779585
"random.graph",1e-04,"betweenness",517.370069600344,1.31742445979001e-106,0.0438049630446459,0.0267019840999592,1.17319621022464e-30,-12.5394519487045
"random.graph",1e-04,"betweenness",422.432638104875,2.96573436169781e-86,0.0388132083142182,0.018557619794425,7.38014248167928e-22,-10.6013829471827
"random.graph",1e-04,"betweenness",438.752222506322,9.49586702444656e-90,0.0385499144022982,0.0198336159614356,5.00393906216727e-23,-13.2784657038363
"random.graph",1e-04,"betweenness",459.299916830876,3.75857952046192e-94,0.0392652132017787,0.0201268812859597,1.50406298236351e-23,-13.0214008473377
"random.graph",1e-04,"betweenness",426.564087818044,3.86918765723477e-87,0.0390937923670914,0.0229777017594125,4.84330806260228e-27,-13.3514028763953
"random.graph",1e-04,"betweenness",513.145839702668,1.06259004931687e-105,0.04197299230241,0.0201152726170438,4.63737777473159e-24,-9.39900043184142
"random.graph",1e-04,"betweenness",518.706799664003,6.80467471748526e-107,0.0404491182227807,0.023101404595703,9.36705384900041e-28,-12.011369366954
"random.graph",1e-04,"betweenness",440.028815211833,5.05934268146239e-90,0.0380847911098284,0.019593270667928,2.14466653660171e-23,-13.5224260184266
"random.graph",1e-04,"betweenness",451.662546846724,1.62819737096588e-92,0.0402297932548306,0.0223874944961061,1.23104872225155e-25,-12.2581519956287
"random.graph",1e-04,"betweenness",367.065875509991,2.05478657704675e-74,0.0338415565316296,0.0163535295744673,1.34687714586636e-19,-14.1504068813946
"random.graph",1e-04,"betweenness",526.456024081448,1.47683140157274e-108,0.0422361206023604,0.0285893499416281,2.18620129678016e-34,-13.4565844297529
"random.graph",1e-04,"betweenness",539.412699295783,2.43995891542361e-111,0.0424575849563065,0.0253896583169197,2.88250053508582e-30,-11.5538049398912
"random.graph",1e-04,"betweenness",517.989180662242,9.7015155590802e-107,0.0428364354094953,0.0241278758599406,1.51115188186967e-28,-11.9165437055158
"random.graph",1e-04,"betweenness",472.474471559692,5.63498299174746e-97,0.0406960655657631,0.022401319387135,8.83803168767363e-27,-11.4774634693781
"random.graph",1e-04,"betweenness",442.241291505917,1.69889184779963e-90,0.038621327646365,0.021683783911325,1.90540494896383e-25,-12.6450062984611
"random.graph",1e-04,"betweenness",411.265610691693,7.28256747758835e-84,0.0363884577827034,0.0183749623470141,1.337898705189e-22,-13.105351862901
"random.graph",1e-04,"betweenness",472.134500764556,6.66472885481391e-97,0.041898016099524,0.0229391563987628,3.94466329560963e-26,-12.2917088562648
"random.graph",1e-04,"betweenness",496.027739903206,5.00593579054785e-102,0.0418194674902447,0.0278315703157086,4.51780340767063e-33,-12.6636204284403
"random.graph",1e-04,"betweenness",482.909947830083,3.25987891083966e-99,0.0412879943130316,0.0203436893084719,4.73367784521708e-24,-9.38557413338887
"random.graph",1e-04,"betweenness",479.876089928801,1.45820463479719e-98,0.0392128208092867,0.0188944581518372,7.6820959467678e-23,-11.6588121007099
"random.graph",1e-04,"betweenness",444.034037840052,7.01653726447651e-91,0.0397178865390834,0.0214950802348382,5.25161234035882e-26,-11.7349107821056
"random.graph",1e-04,"betweenness",548.70360903941,2.46635139425691e-113,0.044864888799017,0.0286957052274428,2.1531588423469e-32,-13.1574434165338
"random.graph",1e-04,"betweenness",467.145362827335,7.82308646333426e-96,0.0402707492363033,0.0185108159568609,6.43892231411187e-22,-10.5549932598638
"random.graph",1e-04,"betweenness",474.377164533337,2.20263303055267e-97,0.0392379546675702,0.0239652784214718,4.3474262282046e-29,-12.5666950767371
"random.graph",1e-04,"betweenness",495.233869473798,7.40958057618783e-102,0.0416200110283559,0.0272804483260402,2.17784883138253e-31,-12.3617359823299
"random.graph",1e-04,"betweenness",452.13594835301,1.28904485125755e-92,0.0394417711902128,0.0242835385702427,1.74736525866539e-28,-12.5215227731294
"random.graph",1e-04,"betweenness",446.957440950375,1.65891865429623e-91,0.0404897317081129,0.0212224196810019,5.45566739310354e-24,-11.8136666252438
"random.graph",1e-04,"betweenness",525.663638187975,2.18494409161592e-108,0.0432948469806773,0.0244313157603018,1.25115054724282e-29,-10.1112231863095
"random.graph",1e-04,"betweenness",513.503187614588,8.90578238712604e-106,0.0410474402090957,0.0202436420292341,2.79917641255023e-24,-10.949015416749
"random.graph",1e-04,"betweenness",540.907021345513,1.16542831540905e-111,0.0432032175210305,0.0284424050427613,3.26018129677927e-33,-12.4413388962771
"random.graph",1e-04,"betweenness",439.548356082324,6.41220800009683e-90,0.0397428052159753,0.0217893059694164,8.19695130382799e-26,-11.4523930965019
"random.graph",1e-04,"betweenness",490.625838691304,7.21580262703566e-101,0.0407918861956764,0.0237230045903904,1.71160509962459e-27,-13.4223960258981
"random.graph",1e-04,"betweenness",463.392678292174,4.98654754105032e-95,0.0401282708989316,0.025790217250076,7.23306780964844e-31,-11.4576139640811
"random.graph",1e-04,"betweenness",508.289903080084,1.17079186592751e-104,0.0426915037896952,0.0272170780890578,7.14006736472354e-32,-12.5094616206989
"random.graph",1e-04,"betweenness",465.154865781237,2.08963109008192e-95,0.0391970696181563,0.0224507563553768,5.97214241483753e-26,-14.4164888665834
"random.graph",1e-04,"betweenness",527.933103366238,7.11579965381997e-109,0.0416050320289115,0.0285924233269581,8.55289517087948e-34,-13.3548900032027
"random.graph",1e-04,"betweenness",432.86366244207,1.73258980680181e-88,0.0375842906093279,0.021034905821115,1.37557005011465e-24,-14.1512724901198
"random.graph",1e-04,"betweenness",449.006041561038,6.03821318493396e-92,0.0392847215919864,0.0256671969897768,3.11578883544199e-30,-14.2349391952437
"random.graph",1e-04,"betweenness",533.544740106975,4.44013336031833e-110,0.0439919985824649,0.0277497320330558,9.26756180422267e-33,-12.1017181211681
"random.graph",1e-04,"betweenness",458.807853394925,4.79163248138224e-94,0.0386437024238885,0.0195937494371184,4.87756497470071e-23,-12.7314600388898
"random.graph",1e-04,"betweenness",493.549614607458,1.70256767990159e-101,0.0415550662065642,0.0281578205080081,2.09856857790076e-34,-10.7484164942069
"random.graph",1e-04,"betweenness",476.127974891252,9.27978681048124e-98,0.0426073579141182,0.024566442757442,3.20483183015421e-28,-11.4421582314883
"random.graph",1e-04,"betweenness",479.273803386427,1.96324241025278e-98,0.0411943585877348,0.0248353033244043,7.99648873138213e-29,-12.3286902671097
"random.graph",1e-04,"betweenness",440.645080983395,3.73326477781819e-90,0.038254644220858,0.0192416787550322,6.8931287391041e-23,-12.9026557388055
"random.graph",1e-04,"betweenness",530.708621464804,1.80440262126978e-109,0.0434724770479048,0.0241944642223434,5.56253201480306e-29,-10.4684002946965
"random.graph",1e-04,"betweenness",443.446596435353,9.37491016330746e-91,0.0401900858980501,0.0199730948137358,7.64265115843955e-24,-10.35418355613
"random.graph",1e-04,"betweenness",381.421679961037,1.75856687590657e-77,0.0373864275305784,0.0141228369974709,3.16753092154796e-16,-12.9363821367216
"random.graph",1e-04,"betweenness",521.639952479534,1.59661310731485e-107,0.0413591141773568,0.0263264069437213,1.09223699178258e-31,-11.6016373090411
"random.graph",1e-04,"betweenness",409.387604124951,1.83719199291855e-83,0.0384441538700972,0.0169555394421726,3.11577487575302e-20,-12.3913751143785
"random.graph",1e-04,"betweenness",459.929578625568,2.75468245109941e-94,0.0392344556258296,0.0211748961873828,7.09471355347179e-25,-11.3400028214158
"random.graph",1e-04,"betweenness",426.787564902837,3.46554506150246e-87,0.0390174384764667,0.0215356227300374,2.21826599749847e-25,-12.4280894673091
"random.graph",1e-04,"betweenness",440.41066301964,4.19084757716999e-90,0.0387215157799117,0.0186840383621606,3.92897605640492e-22,-13.4094940242349
"random.graph",1e-04,"betweenness",482.181814453365,4.67041883349391e-99,0.0397162193778256,0.0192768273236864,5.59375117168768e-23,-10.4704261744433
"random.graph",1e-04,"betweenness",522.660675411095,9.64028038438345e-108,0.0445629960700068,0.0273307897437015,5.29144836370093e-32,-12.4589494552688
"random.graph",1e-04,"betweenness",359.143236229785,1.01128710424879e-72,0.0353083119384995,0.0150614463460019,1.71851336789955e-17,-13.2950748175927
"random.graph",1e-04,"betweenness",460.693026592942,1.88991550286155e-94,0.0412512540244791,0.0223982552306053,3.19435585900584e-26,-10.3113937509958
"random.graph",1e-04,"betweenness",474.274142404233,2.31756185639546e-97,0.0387069272986588,0.0273970276143331,1.06919900651447e-32,-13.6376705236252
"random.graph",1e-04,"betweenness",465.33608213368,1.91083981397597e-95,0.0402862047525176,0.0248402766883015,3.30897091657155e-29,-13.5206965543426
"random.graph",1e-04,"betweenness",476.912114566644,6.30085031384183e-98,0.0405497420630213,0.0257213598115855,1.18534023863165e-30,-12.5350353352578
"random.graph",1e-04,"betweenness",464.40095215449,3.03162596254554e-95,0.039846734048242,0.0136416653928722,1.94189609828048e-16,-10.3237456753792
"random.graph",1e-04,"betweenness",502.072871209298,2.52650732281782e-103,0.0414193214153131,0.0241355246607154,1.63085876907922e-28,-10.9648029582837
"random.graph",1e-04,"betweenness",466.235764545486,1.22564992813616e-95,0.0403686979283415,0.0209960749474749,1.19163310198071e-23,-12.4991700876973
"random.graph",1e-04,"betweenness",430.076470278459,6.84777833221138e-88,0.037793934215198,0.0183783468468442,7.05864355292609e-22,-11.0103903134818
"random.graph",1e-04,"betweenness",422.190076334785,3.34240517651836e-86,0.037014907170252,0.0182834835118912,2.02667210639389e-22,-13.2602231418777
"random.graph",1e-04,"closeness",2.32192809488736,0.969518192879476,0.155326667630226,1,0.367879441171442,-74.450004479312
"random.graph",1e-04,"closeness",2.32192809488736,0.969518192879476,0.155326667630226,1,0.367879441171442,-74.450004479312
"random.graph",1e-04,"closeness",2.32192809488736,0.969518192879476,0.155326667630226,1,0.367879441171442,-74.450004479312
"random.graph",1e-04,"closeness",2.32192809488736,0.969518192879476,0.155326667630226,1,0.367879441171442,-74.450004479312
"random.graph",1e-04,"closeness",2.32192809488736,0.969518192879476,0.155326667630226,1,0.367879441171442,-74.450004479312
"random.graph",1e-04,"closeness",2.32192809488736,0.969518192879476,0.155326667630226,1,0.367879441171442,-74.450004479312
"random.graph",1e-04,"closeness",2.32192809488736,0.969518192879476,0.155326667630226,1,0.367879441171442,-74.450004479312
"random.graph",1e-04,"closeness",21.0117683389533,0.00711623374679902,0.194458058531489,1,0.0497870683678639,-91.51405010857
"random.graph",1e-04,"closeness",2.32192809488736,0.969518192879476,0.155326667630226,1,0.367879441171442,-74.450004479312
"random.graph",1e-04,"closeness",2.32192809488736,0.969518192879476,0.155326667630226,1,0.367879441171442,-74.450004479312
"random.graph",1e-04,"closeness",2.32192809488736,0.969518192879476,0.155326667630226,1,0.367879441171442,-74.450004479312
"random.graph",1e-04,"closeness",4.09721171973352,0.848247835734164,0.127562503939493,0.11569531186754,0.706744591125709,-80.1380196890646
"random.graph",1e-04,"closeness",2.32192809488736,0.969518192879476,0.155326667630226,1,0.367879441171442,-74.450004479312
"random.graph",1e-04,"closeness",2.32192809488736,0.969518192879476,0.155326667630226,1,0.367879441171442,-74.450004479312
"random.graph",1e-04,"closeness",2.32192809488736,0.969518192879476,0.155326667630226,1,0.367879441171442,-74.450004479312
"random.graph",1e-04,"closeness",2.32192809488736,0.969518192879476,0.155326667630226,1,0.367879441171442,-74.450004479312
"random.graph",1e-04,"closeness",2.32192809488736,0.969518192879476,0.155326667630226,1,0.367879441171442,-74.450004479312
"random.graph",1e-04,"closeness",2.32192809488736,0.969518192879476,0.155326667630226,1,0.367879441171442,-74.450004479312
"random.graph",1e-04,"closeness",6.96578428466209,0.540328765510992,0.155326667630226,1,0.0497870683678639,-74.450004479312
