"model","parameter.set.j.","measure","tr.stats.chisq.statistic","tr.stats.chisq.p.value","tr.MAD","tr.stats.mantissa.arc.test.statistic","tr.stats.mantissa.arc.test.p.value","tr.distortion.factor"
"small.world",0.001,"betweenness",21889.0948066755,0,0.150704445408004,0.959021568199825,0,-65.2126994893584
"small.world",0.001,"betweenness",22060.3586740785,0,0.151304445408004,0.96472207845192,0,-65.7411111253312
"small.world",0.001,"betweenness",22063.8270510674,0,0.151304445408004,0.96488164429613,0,-65.7564598077735
"small.world",0.001,"betweenness",21645.5139866514,0,0.149815556519115,0.950955298256287,0,-64.4889806847746
"small.world",0.001,"betweenness",21810.1449709543,0,0.150415556519115,0.956437670064341,0,-65.0303328139667
"small.world",0.001,"betweenness",21929.5379769557,0,0.150837778741337,0.960484735208929,0,-65.2778094884626
"small.world",0.001,"betweenness",21992.3799823076,0,0.15106000096356,0.963259434893912,0,-65.5453779899407
"small.world",0.001,"betweenness",21901.3932317255,0,0.150726667630226,0.960482813269026,0,-65.2184361167839
"small.world",0.001,"betweenness",21886.2526933807,0,0.150682223185782,0.959040638805021,0,-65.2579303019056
"small.world",0.001,"betweenness",21995.9212627021,0,0.151082223185782,0.962467975637082,0,-65.6127642108458
"small.world",0.001,"betweenness",21966.412632925,0,0.150971112074671,0.961101710301409,0,-65.5024837327844
"small.world",0.001,"betweenness",21866.2010504572,0,0.150615556519115,0.957402304200535,0,-65.1938746779923
"small.world",0.001,"betweenness",21839.674733083,0,0.150482223185782,0.956683227483114,0,-65.0028795576999
"small.world",0.001,"betweenness",21989.0436012213,0,0.151037778741338,0.962989388449769,0,-65.4411363557415
"small.world",0.001,"betweenness",22251.7291515219,0,0.151993334296893,0.970398888986533,0,-66.4000153576411
"small.world",0.001,"betweenness",22097.4410742593,0,0.151437778741338,0.964795638761064,0,-65.8850352585843
"small.world",0.001,"betweenness",21818.9845769238,0,0.150437778741337,0.957309747022253,0,-64.9792479875091
"small.world",0.001,"betweenness",22193.052973833,0,0.151771112074671,0.969740277000761,0,-66.1238849712684
"small.world",0.001,"betweenness",21816.9989839284,0,0.150415556519115,0.9567183760021,0,-64.9757321846793
"small.world",0.001,"betweenness",22108.1986019117,0,0.151482223185782,0.967134996269659,0,-65.8770441660161
"small.world",0.001,"betweenness",21706.007431305,0,0.150015556519115,0.953959016319793,0,-64.6030894454612
"small.world",0.001,"betweenness",21815.8734039287,0,0.150415556519115,0.955666004129236,0,-64.9885823251834
"small.world",0.001,"betweenness",21741.4246089226,0,0.150126667630226,0.954895476092954,0,-64.6777902914112
"small.world",0.001,"betweenness",22000.4851391755,0,0.151082223185782,0.96417922971323,0,-65.4879916044896
"small.world",0.001,"betweenness",21950.1433711639,0,0.150904445408004,0.961302459902365,0,-65.3729820699541
"small.world",0.001,"betweenness",22107.5588252119,0,0.15146000096356,0.967344210478095,0,-65.8222928958112
"small.world",0.001,"betweenness",21966.453994998,0,0.150971112074671,0.961441014966995,0,-65.4866734069647
"small.world",0.001,"betweenness",21915.9605786027,0,0.150771112074671,0.960179496786425,0,-65.2349828780585
"small.world",0.001,"betweenness",21840.4085678507,0,0.150504445408004,0.958066418379141,0,-65.0772700513201
"small.world",0.001,"betweenness",21958.2163513017,0,0.150948889852449,0.959319216365131,0,-65.4933514212217
"small.world",0.001,"betweenness",22094.7107409424,0,0.151437778741338,0.965774189586899,0,-65.9435219425621
"small.world",0.001,"betweenness",21895.1096190495,0,0.150704445408004,0.959404019271369,0,-65.3009476944341
"small.world",0.001,"betweenness",21828.2084971788,0,0.150482223185782,0.956613921693927,0,-65.0836863457773
"small.world",0.001,"betweenness",22019.4369043891,0,0.151171112074671,0.961597658877308,0,-65.6513623507429
"small.world",0.001,"betweenness",21849.8704589083,0,0.150548889852449,0.958322947847359,0,-65.111118932132
"small.world",0.001,"betweenness",21930.4524360823,0,0.150837778741337,0.959913050142876,0,-65.2931865094093
"small.world",0.001,"betweenness",21690.5489676984,0,0.149993334296893,0.950643913477645,0,-64.7444408746609
"small.world",0.001,"betweenness",21786.4112973875,0,0.150304445408004,0.957480599603493,0,-64.8201693362757
"small.world",0.001,"betweenness",21810.9711007666,0,0.150393334296893,0.958027190209691,0,-64.9774204282222
"small.world",0.001,"betweenness",22029.7714020576,0,0.151193334296893,0.964673430001134,0,-65.6523947532049
"small.world",0.001,"betweenness",21796.6082749886,0,0.150348889852449,0.959186996540045,0,-64.9015988235116
"small.world",0.001,"betweenness",21910.0339520669,0,0.150771112074671,0.960075292962158,0,-65.3382995634208
"small.world",0.001,"betweenness",21932.6884938635,0,0.150837778741337,0.960432177376139,0,-65.3228816053854
"small.world",0.001,"betweenness",21964.5434418998,0,0.150971112074671,0.960534312233324,0,-65.4740739251022
"small.world",0.001,"betweenness",22014.5340386655,0,0.151148889852449,0.963689567386979,0,-65.6469607411159
"small.world",0.001,"betweenness",21931.9766951036,0,0.150837778741337,0.961515744854552,0,-65.2930466451782
"small.world",0.001,"betweenness",21995.6274688365,0,0.151082223185782,0.960629167145007,0,-65.604401709352
"small.world",0.001,"betweenness",21716.1386726742,0,0.150082223185782,0.952182272761774,0,-64.7802961465119
"small.world",0.001,"betweenness",21650.5696497746,0,0.149815556519115,0.951810128971515,0,-64.445469770129
"small.world",0.001,"betweenness",22068.1197067822,0,0.151348889852449,0.963557087349445,0,-65.8607189935626
"small.world",0.001,"betweenness",21960.491712581,0,0.150948889852449,0.960505636906402,0,-65.459519817756
"small.world",0.001,"closeness",132327.103589703,0,0.20201182452653,0.9878933469578,0,-83.7054696969974
"small.world",0.001,"closeness",133424.329883524,0,0.202856268970975,0.990485059402958,0,-83.6822829092817
"small.world",0.001,"closeness",134384.595763678,0,0.203589602304308,0.991037773462571,0,-83.6770214952126
"small.world",0.001,"closeness",133483.684389042,0,0.202900713415419,0.989896937583326,0,-83.6882654824219
"small.world",0.001,"closeness",133657.523888783,0,0.203034046748753,0.990131383375225,0,-83.6881354706457
"small.world",0.001,"closeness",133454.928499069,0,0.202878491193197,0.990170969388916,0,-83.6874325944805
"small.world",0.001,"closeness",131950.948014635,0,0.201722935637642,0.988051497090555,0,-83.7053376537872
"small.world",0.001,"closeness",133802.858307813,0,0.203145157859864,0.99023912414497,0,-83.6826831017803
"small.world",0.001,"closeness",133657.279945064,0,0.203034046748753,0.990688947448855,0,-83.6793657700526
"small.world",0.001,"closeness",133309.559084689,0,0.202767380082086,0.99027754277427,0,-83.6833900408135
"small.world",0.001,"closeness",132992.612559971,0,0.202522935637642,0.990237206921459,0,-83.6853341231549
"small.world",0.001,"closeness",133657.801659539,0,0.203034046748753,0.990555218038249,0,-83.6825774672122
"small.world",0.001,"closeness",132126.413022986,0,0.201856268970975,0.987764179321108,0,-83.7101440266394
"small.world",0.001,"closeness",132270.751291479,0,0.201967380082086,0.989136907124808,0,-83.6960357174852
"small.world",0.001,"closeness",134853.007997821,0,0.203945157859864,0.992706361044572,0,-83.6630147577586
"small.world",0.001,"closeness",133803.541113418,0,0.203145157859864,0.990693175248222,0,-83.6811046775596
"small.world",0.001,"closeness",133542.465417825,0,0.202945157859864,0.991074937713276,0,-83.6775395108835
"small.world",0.001,"closeness",133370.692274763,0,0.20281182452653,0.99065742873218,0,-83.68017631222
"small.world",0.001,"closeness",133106.974112544,0,0.20261182452653,0.990448939466177,0,-83.6820797658813
"small.world",0.001,"closeness",133512.381289013,0,0.202922935637642,0.989769500280441,0,-83.6886514548826
"small.world",0.001,"closeness",133309.995808578,0,0.202767380082086,0.989001832841491,0,-83.693577682341
"small.world",0.001,"closeness",132702.832361059,0,0.202300713415419,0.988618271831222,0,-83.7011082081919
"small.world",0.001,"closeness",134559.445502222,0,0.203722935637642,0.991487298029042,0,-83.6736493147668
"small.world",0.001,"closeness",133744.109412429,0,0.203100713415419,0.990176649819934,0,-83.6845195181195
"small.world",0.001,"closeness",132933.479456206,0,0.202478491193197,0.989004393845284,0,-83.6935208021889
"small.world",0.001,"closeness",134472.02494403,0,0.203656268970975,0.991820329505439,0,-83.6689465450488
"small.world",0.001,"closeness",133396.718705213,0,0.202834046748753,0.990718180420287,0,-83.6804038328284
"small.world",0.001,"closeness",133626.99276588,0,0.20301182452653,0.990969251476269,0,-83.6779254833442
"small.world",0.001,"closeness",133368.380974065,0,0.20281182452653,0.990248302737751,0,-83.6854925750072
"small.world",0.001,"closeness",132903.325799462,0,0.202456268970975,0.989388211402822,0,-83.6931023267842
"small.world",0.001,"closeness",134676.588442757,0,0.20381182452653,0.99235879739594,0,-83.6634108873893
"small.world",0.001,"closeness",133687.998854311,0,0.203056268970975,0.990987536911811,0,-83.6791138722362
"small.world",0.001,"closeness",133077.733796249,0,0.202589602304308,0.989958431596628,0,-83.6865082920089
"small.world",0.001,"closeness",133281.410927153,0,0.202745157859864,0.989670442322062,0,-83.6901262759691
"small.world",0.001,"closeness",133890.413098745,0,0.20321182452653,0.990777227474354,0,-83.6805257188686
"small.world",0.001,"closeness",133192.770641549,0,0.202678491193197,0.989679889851032,0,-83.690073458685
"small.world",0.001,"closeness",131895.522823805,0,0.201678491193197,0.987666235946519,0,-83.7091283096377
"small.world",0.001,"closeness",132848.672202108,0,0.20241182452653,0.989681310705167,0,-83.6908961894564
"small.world",0.001,"closeness",133020.83320894,0,0.202545157859864,0.989604011643969,0,-83.6896346689402
"small.world",0.001,"closeness",134383.711221026,0,0.203589602304308,0.991644142317348,0,-83.6698911618604
"small.world",0.001,"closeness",133136.425237015,0,0.202634046748753,0.990311443237583,0,-83.6845378010255
"small.world",0.001,"closeness",133486.258541122,0,0.202900713415419,0.990859522359438,0,-83.6785633536213
"small.world",0.001,"closeness",134296.461377156,0,0.203522935637642,0.991302231356682,0,-83.6758127919805
"small.world",0.001,"closeness",132991.167030981,0,0.202522935637642,0.989814145936043,0,-83.6897078005644
"small.world",0.001,"closeness",134384.390394235,0,0.203589602304308,0.991827807956134,0,-83.6692228200733
"small.world",0.001,"closeness",132497.110794613,0,0.202145157859864,0.98798341155432,0,-83.7056383060197
"small.world",0.001,"closeness",133832.356437,0,0.203167380082086,0.990143505813331,0,-83.6858419816557
"small.world",0.001,"closeness",133368.740013125,0,0.20281182452653,0.990124375030415,0,-83.6832600290373
"small.world",0.001,"closeness",133599.449163031,0,0.202989602304308,0.990497981622516,0,-83.683654127234
"small.world",0.001,"closeness",133485.584775739,0,0.202900713415419,0.990530131208927,0,-83.6825571528721
"small.world",0.001,"closeness",133745.599275396,0,0.203100713415419,0.990626840623647,0,-83.6811432748057
"small.world",0.001,"closeness",133482.68035528,0,0.202900713415419,0.9899162585134,0,-83.6882187594398
"small.world",0.001,"closeness",132329.15120694,0,0.20201182452653,0.989052011036586,0,-83.6960377489192
"small.world",0.001,"closeness",132991.764297645,0,0.202522935637642,0.989769968828617,0,-83.6899495412108
"small.world",0.001,"closeness",133106.154013871,0,0.20261182452653,0.988646722259925,0,-83.6943211871863
"small.world",0.001,"closeness",133630.229111714,0,0.20301182452653,0.990653097114673,0,-83.6806476049089
"small.world",0.001,"closeness",132963.501528338,0,0.202500713415419,0.989287033414295,0,-83.6923181932589
"small.world",0.001,"closeness",133134.675283728,0,0.202634046748753,0.989514027480893,0,-83.6923689791089
"small.world",0.001,"closeness",133628.173818932,0,0.20301182452653,0.990405039573436,0,-83.6827724848765
"small.world",0.001,"closeness",133193.541640946,0,0.202678491193197,0.990071964061455,0,-83.6857363470876
"small.world",0.001,"closeness",133078.315907809,0,0.202589602304308,0.990110440231192,0,-83.6875036946706
"small.world",0.001,"closeness",132699.651571446,0,0.202300713415419,0.988566866610292,0,-83.7036089034502
"small.world",0.001,"closeness",133484.267573819,0,0.202900713415419,0.989983973416097,0,-83.6875747948607
"small.world",0.001,"closeness",134940.669528274,0,0.20401182452653,0.993006054707811,0,-83.6595003769326
"small.world",0.001,"closeness",134034.848257263,0,0.203322935637642,0.99123859135355,0,-83.6762495502913
"small.world",0.001,"closeness",132848.503169392,0,0.20241182452653,0.989567272024089,0,-83.6919220636282
"small.world",0.001,"closeness",134646.900607767,0,0.203789602304308,0.991886304712541,0,-83.6704802777214
"small.world",0.001,"closeness",132385.440570824,0,0.202056268970975,0.988679960246316,0,-83.6991072456985
"small.world",0.001,"closeness",134327.114208449,0,0.203545157859864,0.991577631189848,0,-83.6700232050706
"small.world",0.001,"closeness",131951.43375427,0,0.201722935637642,0.987299856759978,0,-83.7105178104961
"small.world",0.001,"closeness",132468.72914382,0,0.202122935637641,0.988454923437228,0,-83.700557689577
"small.world",0.001,"closeness",131979.332584212,0,0.201745157859864,0.987079722859275,0,-83.7127381678619
"small.world",0.001,"closeness",133484.046822493,0,0.202900713415419,0.989763378562305,0,-83.6892507279136
"small.world",0.001,"closeness",133366.411347371,0,0.20281182452653,0.989566216354519,0,-83.6890191444372
"small.world",0.001,"closeness",133861.123474725,0,0.203189602304308,0.990353742352072,0,-83.6822930664516
"small.world",0.001,"closeness",133396.949355235,0,0.202834046748753,0.990098701979976,0,-83.6858907360718
"small.world",0.001,"closeness",133307.578336728,0,0.202767380082086,0.989640993384047,0,-83.6916701658117
"small.world",0.001,"closeness",132584.830042878,0,0.20221182452653,0.988658059485122,0,-83.6992555403807
"small.world",0.001,"closeness",133019.129368289,0,0.202545157859864,0.989753598506279,0,-83.6879668616234
"small.world",0.001,"closeness",134268.126285341,0,0.203500713415419,0.991577288766161,0,-83.670827652936
"small.world",0.001,"closeness",132989.971049321,0,0.202522935637642,0.989397915930634,0,-83.6926025940193
"small.world",0.001,"closeness",133050.763039035,0,0.202567380082086,0.990183595572123,0,-83.6864778204989
"small.world",0.001,"closeness",133745.081391311,0,0.203100713415419,0.991028434930678,0,-83.6779376719482
"small.world",0.001,"closeness",133368.659850936,0,0.20281182452653,0.990241361773865,0,-83.6890577416833
"small.world",0.001,"closeness",133398.281132003,0,0.202834046748753,0.990200302482192,0,-83.6848851762401
"small.world",0.001,"closeness",132297.721394961,0,0.201989602304308,0.989249025576801,0,-83.6928280831937
"small.world",0.001,"closeness",132934.249164929,0,0.202478491193197,0.989424942754964,0,-83.6946644995329
"small.world",0.001,"closeness",132151.851662701,0,0.201878491193197,0.987242557630686,0,-83.7092806671879
"small.world",0.001,"closeness",133689.087968566,0,0.203056268970975,0.990851020053004,0,-83.6795323476409
"small.world",0.001,"closeness",132934.412097062,0,0.202478491193197,0.98915403865105,0,-83.6945588649647
"small.world",0.001,"closeness",133251.172235871,0,0.202722935637642,0.989675293414201,0,-83.690083615855
"small.world",0.001,"closeness",132961.852435628,0,0.202500713415419,0.989506033652927,0,-83.6917920518519
"small.world",0.001,"closeness",133397.139935116,0,0.202834046748753,0.990236866342134,0,-83.6840908855447
"small.world",0.001,"closeness",133745.707039981,0,0.203100713415419,0.990514729765778,0,-83.6822138405255
"small.world",0.001,"closeness",133397.517248386,0,0.202834046748753,0.990294402652489,0,-83.6844159149853
"small.world",0.001,"closeness",133367.024862845,0,0.20281182452653,0.990184182108223,0,-83.6836236557239
"small.world",0.001,"closeness",132153.253320617,0,0.201878491193197,0.988318045738536,0,-83.6996983929935
"small.world",0.001,"closeness",131982.706967424,0,0.201745157859864,0.988130345355451,0,-83.7053112451451
"small.world",0.001,"closeness",134268.433334465,0,0.203500713415419,0.99195259461275,0,-83.6685199439081
"small.world",0.001,"closeness",133598.778167191,0,0.202989602304308,0.990589509475846,0,-83.6825165241921
"small.world",0.002,"degree",171833.00255957,0,0.202877217233915,0.995711671850099,0,104.676401704698
"small.world",0.002,"degree",172202.273245942,0,0.203099439456137,0.995740545678757,0,104.676401704698
"small.world",0.002,"degree",172352.909715634,0,0.203188328345026,0.995945827119351,0,104.699438166298
"small.world",0.002,"degree",171907.343452839,0,0.20292166167836,0.995718213310135,0,104.699438166298
"small.world",0.002,"degree",172572.586435929,0,0.20332166167836,0.995890680628777,0,104.630328781499
"small.world",0.002,"degree",175187.761710585,0,0.204877217233915,0.996832158163449,0,104.699438166298
"small.world",0.002,"degree",173802.947894854,0,0.204054995011693,0.996356732253476,0,104.699438166298
"small.world",0.002,"degree",173990.01101176,0,0.204166106122804,0.996458912310771,0,104.699438166298
"small.world",0.002,"degree",171538.955554367,0,0.202699439456137,0.995672565948544,0,104.722474627897
"small.world",0.002,"degree",174063.536685276,0,0.204210550567249,0.996411278728773,0,104.676401704698
"small.world",0.002,"degree",174212.989652363,0,0.204299439456137,0.996457928975371,0,104.676401704698
"small.world",0.002,"degree",173950.801457162,0,0.204143883900582,0.996349203067151,0,104.653365243099
"small.world",0.002,"degree",171871.206916185,0,0.202899439456137,0.995733633902498,0,104.722474627897
"small.world",0.002,"degree",174998.316577175,0,0.204766106122804,0.996692549093846,0,104.630328781499
"small.world",0.002,"degree",173317.974270149,0,0.203766106122804,0.996161268794604,0,104.699438166298
"small.world",0.002,"degree",173059.228858624,0,0.203610550567249,0.996194454280394,0,104.722474627897
"small.world",0.002,"degree",173801.768699602,0,0.204054995011693,0.996285777864487,0,104.676401704698
"small.world",0.002,"degree",174288.885667437,0,0.204343883900582,0.996552216432926,0,104.699438166298
"small.world",0.002,"degree",171571.597838661,0,0.20272166167836,0.995548840807637,0,104.6072923199
"small.world",0.002,"degree",172946.905566794,0,0.203543883900582,0.99613238642356,0,104.699438166298
"small.world",0.002,"degree",174325.582971226,0,0.204366106122804,0.996536787986229,0,104.676401704698
"small.world",0.002,"degree",173317.974270149,0,0.203766106122804,0.996161268794604,0,104.699438166298
"small.world",0.002,"degree",173580.419329856,0,0.20392166167836,0.996357715616089,0,104.722474627897
"small.world",0.002,"degree",174626.248763875,0,0.204543883900582,0.996684283251197,0,104.722474627897
"small.world",0.002,"degree",173021.562385069,0,0.203588328345026,0.996138930758706,0,104.722474627897
"small.world",0.002,"degree",173579.510847953,0,0.20392166167836,0.996269983565658,0,104.722474627897
"small.world",0.002,"degree",174101.892644136,0,0.204232772789471,0.996433252536604,0,104.722474627897
"small.world",0.002,"degree",174736.81399964,0,0.204610550567249,0.996621214473547,0,104.676401704698
"small.world",0.002,"degree",172277.134566019,0,0.203143883900582,0.995868346480052,0,104.653365243099
"small.world",0.002,"degree",172983.304763775,0,0.203566106122804,0.996116962100878,0,104.676401704698
"small.world",0.002,"degree",173691.796874856,0,0.203988328345026,0.996348834840047,0,104.722474627897
"small.world",0.002,"degree",175263.066975785,0,0.20492166167836,0.996838707380667,0,104.722474627897
"small.world",0.002,"degree",172945.630470724,0,0.203543883900582,0.996061440878428,0,104.676401704698
"small.world",0.002,"degree",172424.428894671,0,0.203232772789471,0.995827270278528,0,104.653365243099
"small.world",0.002,"degree",173355.673645834,0,0.203788328345026,0.996216792985786,0,104.699438166298
"small.world",0.002,"degree",172091.966826602,0,0.203032772789471,0.99573265032863,0,104.699438166298
"small.world",0.002,"degree",174028.068925406,0,0.204188328345026,0.996497665832977,0,104.722474627897
"small.world",0.002,"degree",171798.266233093,0,0.202854995011693,0.99579802486376,0,104.722474627897
"small.world",0.002,"degree",173579.205204276,0,0.20392166167836,0.996286761243191,0,104.699438166298
"small.world",0.002,"degree",173391.2363606,0,0.203810550567249,0.996113642753294,0,104.676401704698
"small.world",0.002,"degree",174699.22307784,0,0.204588328345026,0.996548899196096,0,104.699438166298
"small.world",0.002,"degree",174101.342106311,0,0.204232772789471,0.996466810123136,0,104.676401704698
"small.world",0.002,"degree",175337.90281221,0,0.204966106122804,0.996878819400795,0,104.699438166298
"small.world",0.002,"degree",173654.968947965,0,0.203966106122804,0.996381039887548,0,104.722474627897
"small.world",0.002,"degree",173429.886304381,0,0.203832772789471,0.99625689305114,0,104.676401704698
"small.world",0.002,"degree",174475.442759406,0,0.204454995011693,0.996566661801617,0,104.699438166298
"small.world",0.002,"degree",172797.28289626,0,0.203454995011693,0.995998024979866,0,104.699438166298
"small.world",0.002,"degree",173059.228858624,0,0.203610550567249,0.996194454280394,0,104.722474627897
"small.world",0.002,"degree",174288.885667437,0,0.204343883900582,0.996552216432926,0,104.699438166298
"small.world",0.002,"degree",173541.803873367,0,0.203899439456137,0.996214457762,0,104.722474627897
"small.world",0.002,"degree",172612.42291288,0,0.203343883900582,0.995966809526304,0,104.722474627897
"small.world",0.002,"degree",173058.278548956,0,0.203610550567249,0.996106729582618,0,104.722474627897
"small.world",0.002,"degree",172648.725064428,0,0.203366106122804,0.995951386642821,0,104.699438166298
"small.world",0.002,"degree",173468.174246124,0,0.203854995011693,0.996278864060053,0,104.722474627897
"small.world",0.002,"degree",172983.188734447,0,0.203566106122804,0.995973307460792,0,104.699438166298
"small.world",0.002,"degree",174064.9704386,0,0.204210550567249,0.996465458924218,0,104.722474627897
"small.world",0.002,"degree",174101.59991006,0,0.204232772789471,0.996450031216116,0,104.699438166298
"small.world",0.002,"degree",173094.379664023,0,0.203632772789471,0.996108081948757,0,104.676401704698
"small.world",0.002,"degree",176429.115166857,0,0.205610550567249,0.997156480997249,0,104.722474627897
"small.world",0.002,"degree",173170.041086561,0,0.203677217233915,0.996202351209586,0,104.699438166298
"small.world",0.002,"degree",173617.232539486,0,0.203943883900582,0.99632551094084,0,104.722474627897
"small.world",0.002,"degree",173839.533178094,0,0.204077217233915,0.996341305652942,0,104.676401704698
"small.world",0.002,"degree",173466.954366254,0,0.203854995011693,0.99620791263741,0,104.699438166298
"small.world",0.002,"degree",173578.934490927,0,0.20392166167836,0.996303539148231,0,104.676401704698
"small.world",0.002,"degree",173915.350995656,0,0.20412166167836,0.996435587044922,0,104.699438166298
"small.world",0.002,"degree",174101.342106311,0,0.204232772789471,0.996466810123136,0,104.676401704698
"small.world",0.002,"degree",172795.695850068,0,0.203454995011693,0.995943860006575,0,104.653365243099
"small.world",0.002,"degree",173317.679397419,0,0.203766106122804,0.996178045848319,0,104.676401704698
"small.world",0.002,"degree",174251.355718038,0,0.20432166167836,0.996479903566897,0,104.722474627897
"small.world",0.002,"degree",174176.065602157,0,0.204277217233915,0.996490135771624,0,104.676401704698
"small.world",0.002,"degree",172313.679877324,0,0.203166106122804,0.995836149604726,0,104.653365243099
"small.world",0.002,"degree",173281.523065197,0,0.203743883900582,0.996176693740095,0,104.722474627897
"small.world",0.002,"degree",172687.653724387,0,0.203388328345026,0.99607784821688,0,104.722474627897
"small.world",0.002,"degree",173393.387738464,0,0.203810550567249,0.996272318748493,0,104.699438166298
"small.world",0.002,"degree",173468.174246124,0,0.203854995011693,0.996278864060053,0,104.722474627897
"small.world",0.002,"degree",175186.721203228,0,0.204877217233915,0.996761185401133,0,104.676401704698
"small.world",0.002,"degree",174699.786928609,0,0.204588328345026,0.996653423875563,0,104.676401704698
"small.world",0.002,"degree",174511.946661307,0,0.204477217233915,0.996568012710535,0,104.653365243099
"small.world",0.002,"degree",172575.795052557,0,0.20332166167836,0.995999008468881,0,104.722474627897
"small.world",0.002,"degree",173243.222693828,0,0.20372166167836,0.996154724242589,0,104.676401704698
"small.world",0.002,"degree",173542.402802031,0,0.203899439456137,0.996318965303808,0,104.699438166298
"small.world",0.002,"degree",172685.377526968,0,0.203388328345026,0.995919188463769,0,104.699438166298
"small.world",0.002,"degree",173691.511702102,0,0.203988328345026,0.996365613082627,0,104.699438166298
"small.world",0.002,"degree",172760.62169154,0,0.203432772789471,0.996030224424567,0,104.699438166298
"small.world",0.002,"degree",173354.759188035,0,0.203788328345026,0.996129067265286,0,104.699438166298
"small.world",0.002,"degree",171720.849003436,0,0.202810550567249,0.995528375202437,0,104.699438166298
"small.world",0.002,"degree",171793.779325308,0,0.202854995011693,0.995602008706541,0,104.630328781499
"small.world",0.002,"degree",174289.156086361,0,0.204343883900582,0.996535437045227,0,104.722474627897
"small.world",0.002,"degree",173319.209789268,0,0.203766106122804,0.996232218402768,0,104.722474627897
"small.world",0.002,"degree",173356.911230285,0,0.203788328345026,0.996287744636966,0,104.722474627897
"small.world",0.002,"degree",172501.267923667,0,0.203277217233915,0.995992465110149,0,104.699438166298
"small.world",0.002,"degree",173504.978713575,0,0.203877217233915,0.996246660650453,0,104.722474627897
"small.world",0.002,"degree",173764.663383589,0,0.204032772789471,0.996334760046145,0,104.653365243099
"small.world",0.002,"degree",173653.493772889,0,0.203966106122804,0.996326862655591,0,104.676401704698
"small.world",0.002,"degree",175563.52947513,0,0.205099439456137,0.996932031729804,0,104.722474627897
"small.world",0.002,"degree",173801.768699602,0,0.204054995011693,0.996285777864487,0,104.676401704698
"small.world",0.002,"degree",174437.112767467,0,0.204432772789471,0.996544686067656,0,104.653365243099
"small.world",0.002,"degree",173168.789449362,0,0.203677217233915,0.996131402942735,0,104.676401704698
"small.world",0.002,"degree",172019.262442514,0,0.202988328345026,0.995780266580254,0,104.722474627897
"small.world",0.002,"degree",173355.397399798,0,0.203788328345026,0.996233570461407,0,104.676401704698
"small.world",0.002,"betweenness",20552.7850907463,0,0.145615556519115,0.911712831739874,0,-60.7313432085403
"small.world",0.002,"betweenness",20551.2356816879,0,0.145637778741338,0.912365862713981,0,-61.0796453664717
"small.world",0.002,"betweenness",20646.3371638794,0,0.145948889852449,0.919913823175117,0,-60.9688199414648
"small.world",0.002,"betweenness",20557.3839222686,0,0.145615556519115,0.916611846453789,0,-60.8660711314742
"small.world",0.002,"betweenness",20621.4647817346,0,0.145926667630226,0.916190212325385,0,-61.0690154771448
"small.world",0.002,"betweenness",21205.9629001601,0,0.148104445408004,0.938634715352408,0,-62.8208849292177
"small.world",0.002,"betweenness",20836.7299092659,0,0.146748889852449,0.924423478004923,0,-61.7237105523449
"small.world",0.002,"betweenness",20896.8925238665,0,0.146926667630226,0.929208367337877,0,-61.8576255341725
"small.world",0.002,"betweenness",20495.085295014,0,0.145415556519115,0.911830810205532,0,-60.6510668989815
"small.world",0.002,"betweenness",20907.8325412126,0,0.146993334296893,0.92554690194268,0,-61.9538597458443
"small.world",0.002,"betweenness",20944.8302134314,0,0.147126667630226,0.928833113687453,0,-62.0627151212431
"small.world",0.002,"betweenness",20867.1964892067,0,0.146904445408004,0.922437213839577,0,-61.9141824158666
"small.world",0.002,"betweenness",20527.2892111524,0,0.145504445408004,0.913850712837661,0,-60.6370003053245
"small.world",0.002,"betweenness",21153.7148327801,0,0.147926667630226,0.934666446082091,0,-62.6647375763083
"small.world",0.002,"betweenness",20817.4909266188,0,0.14666000096356,0.923514732056819,0,-61.7193012638973
"small.world",0.002,"betweenness",20711.5972545177,0,0.146237778741338,0.918414453161943,0,-61.3891762453858
"small.world",0.002,"betweenness",20866.5678021458,0,0.14686000096356,0.92283155495678,0,-61.867994842226
"small.world",0.002,"betweenness",20967.2961122479,0,0.147215556519115,0.92911990183468,0,-62.2529818505592
"small.world",0.002,"betweenness",20522.629832383,0,0.14546000096356,0.914772212636689,0,-60.5113010298761
"small.world",0.002,"betweenness",20689.6886258936,0,0.146171112074671,0.917716681186581,0,-61.2245648211292
"small.world",0.002,"betweenness",20998.878745045,0,0.147326667630226,0.930794505284595,0,-62.1803367345633
"small.world",0.002,"betweenness",20750.2326380353,0,0.146393334296893,0.920649222760727,0,-61.3869117246448
"small.world",0.002,"betweenness",20834.8690118479,0,0.146748889852449,0.922654887691879,0,-61.8640772808466
"small.world",0.002,"betweenness",21024.8283055778,0,0.147415556519115,0.932907595807104,0,-62.2289833424443
"small.world",0.002,"betweenness",20645.9541573918,0,0.145971112074671,0.918463439767102,0,-61.0161520333334
"small.world",0.002,"betweenness",20735.2205780818,0,0.146348889852449,0.92084341757893,0,-61.4595142414697
"small.world",0.002,"betweenness",20899.337908792,0,0.146993334296893,0.926073028054767,0,-62.0894287738702
"small.world",0.002,"betweenness",21074.7777768775,0,0.147615556519115,0.934022992550413,0,-62.3959311392627
"small.world",0.002,"betweenness",20596.3714785952,0,0.145748889852449,0.916082038186172,0,-60.8716997983395
"small.world",0.002,"betweenness",20761.2757640383,0,0.146437778741337,0.922700433423095,0,-61.4458167796855
